taxid,assembler
1208099,SOAPdenovo
1208100,SOAPdenovo
1208101,SOAPdenovo
1208102,SOAPdenovo
1208103,Newbler
1208104,N/A
1208313,newbler
1208314,Newbler
1208319,Newbler
1208320,N/A
1208321,SOAPdenovo
1208323,SOAPdenovo
1208324,N/A
1208583,Velvet
1208590,N/A
1208591,N/A
1208592,N/A
1208599,SOAPdenovo
1208600,SOAPdenovo
1208611,N/A
1208622,CLC
1208623,CLC
1208624,CLC
1208625,CLC
1208626,CLC
1208627,CLC
1208628,CLC
1208629,CLC
1208630,CLC
1208656,N/A
1208657,N/A
1208658,N/A
1208659,N/A
1208660,N/A
1208661,N/A
1208662,N/A
1208663,N/A
1208664,N/A
1208918,N/A
1208919,N/A
1208920,N/A
1208921,N/A
1208922,N/A
1208923,N/A
1209072,N/A
1209355,MIRA
120959,Spades
1209984,N/A
1209989,N/A
1210005,SOAPdenovo
1210006,Newbler
1210041,Newbler
1210045,Newbler
1210046,MIRA
1210061,newbler
1210062,newbler
1210063,newbler
1210064,newbler
1210065,newbler
1210066,newbler
1210067,newbler
1210068,newbler
1210069,newbler
1210070,newbler
1210071,newbler
1210073,newbler
1210074,newbler
1210075,newbler
1210076,newbler
1210077,newbler
1210078,newbler
1210079,newbler
1210081,newbler
1210082,SOAPdenovo
1210083,newbler
1210084,newbler
1210085,newbler
1210086,newbler
1210087,newbler
1210088,newbler
1210089,newbler
1210090,newbler
1210092,newbler
1210093,newbler
1210094,newbler
1210096,newbler
1210097,newbler
1210098,newbler
1210099,newbler
1210100,newbler
1210101,newbler
1210443,Velvet
1210444,CLC
1210445,CLC
1210446,CLC
1210447,CLC
1210448,CLC
1210449,CLC
1210450,CLC
1210451,CLC
1210452,SOAPdenovo
1210453,SOAPdenovo
1210454,N/A
1210454,SOAPdenovo
1210518,Newbler
1210519,Newbler
1210520,Newbler
1210521,Newbler
1210522,Newbler
1210907,SOAPdenovo
1211023,SOAPdenovo
1211025,N/A
1211035,SOAPdenovo
1211112,Velvet
1211113,Velvet
1211114,Velvet
1211115,Velvet
1211326,N/A
1211579,N/A
1211705,N/A
1211706,CLCbio
1211707,N/A
1211776,N/A
1211777,N/A
1211813,N/A
1211814,N/A
1211815,N/A
1211817,N/A
1211818,N/A
1211819,N/A
1211843,N/A
1211844,N/A
1211847,Bowtie2
1212489,Velvet
1212491,N/A
1212545,MIRA
1212546,CLC
1212547,Velvet
1212548,Newbler
1212549,Newbler
1212554,Newbler
1212557,Newbler
1212559,Newbler
1212561,Newbler
1212562,AMOScmp
1212563,AMOScmp
1212564,AMOScmp
1212565,AMOScmp
1212566,AMOScmp
1212567,AMOScmp
1212568,AMOScmp
1212569,AMOScmp
1212570,AMOScmp
1212571,AMOScmp
1212573,AMOScmp
1212574,AMOScmp
1212575,AMOScmp
1212576,AMOScmp
1212577,AMOScmp
1212578,AMOScmp
1212764,N/A
1212766,CLC
1212819,CLC
1212820,CLC
121290,Velvet
121292,N/A
1213457,SOAPdenovo
1213458,SOAPdenovo
1213463,N/A
1213721,allpaths
1213722,allpaths
1213723,allpaths
1213724,allpaths
1213725,allpaths
1213726,allpaths
1213727,allpaths
1213728,allpaths
1213729,allpaths
1213730,allpaths
1213731,allpaths
1213732,allpaths
1213733,allpaths
1213734,allpaths
1214063,Velvet
1214064,Newbler
1214065,Newbler
1214101,N/A
1214102,N/A
1214102,SSPACE
1214102,Velvet
1214117,MIRA
1214121,GS
1214148,Velvet
1214149,Velvet
1214150,Velvet
1214151,Velvet
1214152,Velvet
1214153,Velvet
1214154,Velvet
1214155,Velvet
1214156,Velvet
1214157,Velvet
1214159,Velvet
1214160,Velvet
1214161,Velvet
1214162,Velvet
1214163,Velvet
1214164,Velvet
1214165,Velvet
1214166,Velvet
1214167,Velvet
1214168,Velvet
1214169,Velvet
1214170,Velvet
1214171,Velvet
1214172,Velvet
1214173,Velvet
1214174,Velvet
1214175,Velvet
1214176,Velvet
1214177,Velvet
1214178,Velvet
1214179,N/A
1214179,Velvet
1214180,Velvet
1214181,Velvet
1214182,Velvet
1214183,Velvet
1214184,Velvet
1214185,Velvet
1214186,Velvet
1214187,Velvet
1214188,Velvet
1214189,Velvet
1214190,Velvet
1214191,Velvet
1214192,Velvet
1214193,Velvet
1214194,Velvet
1214195,Velvet
1214196,Velvet
1214197,Velvet
1214198,Velvet
1214199,Velvet
1214200,Velvet
1214201,Velvet
1214202,Velvet
1214203,Velvet
1214204,Velvet
1214205,Velvet
1214206,Velvet
1214207,Velvet
1214208,Velvet
1214209,Velvet
1214211,Velvet
1214212,Velvet
1214213,Velvet
1214214,Velvet
1214215,Velvet
1214216,Velvet
1214217,Velvet
1214218,Velvet
1214219,Velvet
1214221,SOAPdenovo
1214222,SOAPdenovo
1214223,SOAPdenovo
1214224,SOAPdenovo
1214225,Newbler
1214242,N/A
1214564,Newbler
1214901,allpaths
1214914,Celera
1214915,Velvet
1214915,de
1214916,Ray
1215059,N/A
1215060,N/A
1215061,N/A
1215062,N/A
1215063,N/A
1215064,N/A
1215065,N/A
1215066,N/A
1215067,N/A
1215068,N/A
1215069,N/A
1215070,N/A
1215071,N/A
1215072,N/A
1215073,N/A
1215074,N/A
1215075,N/A
1215076,N/A
1215077,N/A
1215078,N/A
1215079,N/A
1215080,N/A
1215081,N/A
1215082,N/A
1215083,N/A
1215084,N/A
1215085,N/A
1215086,N/A
1215087,N/A
1215087,Velvet
1215088,N/A
1215089,N/A
1215092,Newbler
1215093,newbler
1215094,newbler
1215095,newbler
1215096,newbler
1215097,newbler
1215098,Unknown
1215099,newbler
1215100,newbler
1215101,newbler
1215102,newbler
1215102,vpAllpaths
1215103,newbler
1215104,newbler
1215105,newbler
1215106,newbler
1215107,newbler
1215108,newbler
1215109,newbler
1215110,newbler
1215110,vpAllpaths
1215111,newbler
1215112,newbler
1215113,newbler
1215114,Unknown
1215114,newbler
1215115,newbler
1215115,vpAllpaths
1215116,newbler
1215118,newbler
1215343,N/A
1215914,N/A
1215915,N/A
1216006,N/A
1216007,Newbler
1216295,SOAPdenovo
1216362,Newbler
1216363,Newbler
1216470,CLC
1216932,N/A
1216961,CLC
1216966,Newbler
1216967,Newbler
1216968,newbler
1216969,newbler
1216970,newbler
1216972,newbler
1216973,newbler
1216974,newbler
1216975,newbler
1216976,newbler
1216977,newbler
1216978,newbler
1216979,newbler
1216980,Newbler
1216981,newbler
1216982,newbler
1217052,CLC
1217107,Newbler
121719,N/A
121719,SOAPdenovo
121723,N/A
1217418,GS
1217420,CLC
1217420,N/A
1217420,SOAPdenovo
1217627,allpaths
1217628,allpaths
1217629,allpaths
1217630,allpaths
1217631,allpaths
1217632,allpaths
1217633,allpaths
1217634,allpaths
1217635,allpaths
1217636,allpaths
1217637,allpaths
1217638,allpaths
1217639,allpaths
1217640,allpaths
1217641,allpaths
1217642,allpaths
1217643,allpaths
1217644,allpaths
1217645,allpaths
1217646,allpaths
1217647,allpaths
1217648,allpaths
1217649,allpaths
1217651,allpaths
1217652,allpaths
1217653,allpaths
1217654,allpaths
1217655,allpaths
1217656,allpaths
1217657,allpaths
1217658,velvet
1217659,allpaths
1217660,allpaths
1217662,allpaths
1217663,allpaths
1217664,allpaths
1217665,allpaths
1217666,allpaths
1217668,allpaths
1217669,allpaths
1217670,allpaths
1217671,allpaths
1217673,allpaths
1217674,allpaths
1217675,allpaths
1217676,allpaths
1217677,allpaths
1217688,allpaths
1217689,allpaths
1217690,allpaths
1217691,allpaths
1217692,allpaths
1217693,allpaths
1217694,allpaths
1217695,allpaths
1217696,allpaths
1217697,allpaths
1217698,allpaths
1217699,allpaths
1217700,allpaths
1217701,allpaths
1217702,allpaths
1217703,allpaths
1217704,allpaths
1217705,allpaths
1217706,allpaths
1217707,allpaths
1217708,allpaths
1217709,allpaths
1217710,allpaths
1217711,allpaths
1217712,allpaths
1217713,allpaths
1217714,allpaths
1217715,allpaths
1217716,allpaths
1217718,CLC
1217720,CLC
1217721,CLC
1217721,N/A
1217722,CLC
1217737,N/A
1217799,CLC
1217799,CodonCode
1217799,GS
1217970,N/A
1217984,N/A
1217985,allpaths
1217986,allpaths
1217988,allpaths
1218072,newbler
1218074,Newbler
1218075,Newbler
1218076,Newbler
1218077,Newbler
1218078,newbler
1218079,newbler
1218080,newbler
1218081,newbler
1218083,Newbler
1218084,newbler
1218085,newbler
1218086,newbler
1218087,newbler
1218088,newbler
1218089,newbler
1218090,newbler
1218091,newbler
1218092,newbler
1218093,newbler
1218094,newbler
1218095,newbler
1218096,newbler
1218097,newbler
1218098,newbler
1218099,newbler
1218100,newbler
1218101,Newbler
1218102,SPAdes
1218102,newbler
1218103,Newbler
1218104,Newbler
1218105,newbler
1218106,newbler
1218107,newbler
1218108,ALLPATHS
1218108,Velvet
1218109,newbler
1218112,newbler
1218113,newbler
1218114,newbler
1218115,Newbler
1218129,SPAdes
1218143,SPAdes
1218144,Velvet
1218145,SPAdes
1218146,SPAdes
1218147,SPAdes
1218148,SPAdes
1218149,SPAdes
1218150,SPAdes
1218151,SPAdes
1218152,SPAdes
1218153,SPAdes
1218173,Newbler
1218175,N/A
1218177,Newbler
121821,CLC
1218247,Velevt
1218352,Newbler
1218352,SSPACE
1218353,N/A
1218354,N/A
1218355,N/A
1218356,N/A
1218357,N/A
1218358,N/A
1218492,Newbler
1218493,Newbler
1218494,Newbler
1218495,Newbler
1218506,Newbler
1218507,Newbler
1218508,Newbler
1218513,CLC
1218564,Celera
1218565,Celera
1218574,Celera
1218577,Celera
1218578,Celera
1218579,Celera
1218582,Celera
1218583,Celera
1218584,Celera
1218585,Celera
1218586,Celera
1218591,Celera
1218593,Celera
1218594,Celera
1218595,Celera
1218598,Celera
1218599,Celera
1218600,Celera
1218933,N/A
1219011,newbler
1219012,newbler
1219013,GS
1219013,newbler
1219014,newbler
1219015,Velvet
1219015,newbler
1219016,newbler
1219017,newbler
1219019,newbler
1219020,newbler
1219023,newbler
1219024,newbler
1219025,newbler
1219026,newbler
1219027,newbler
1219028,Newbler
1219029,newbler
1219030,newbler
1219031,newbler
1219032,newbler
1219033,newbler
1219034,newbler
1219035,Newbler
1219036,newbler
1219037,Newbler
1219038,newbler
1219040,newbler
1219041,newbler
1219042,newbler
1219043,newbler
1219044,newbler
1219045,Spades
1219045,newbler
1219046,newbler
1219048,newbler
1219049,newbler
1219050,Newbler
1219051,newbler
1219052,newbler
1219053,newbler
1219054,newbler
1219055,newbler
1219057,newbler
1219058,N/A
1219058,newbler
1219060,newbler
1219061,SOAPdenovo
1219061,newbler
1219064,Velvet
1219065,Newbler
1219066,newbler
1219067,Abyss
1219067,N/A
1219067,Ray
1219067,newbler
1219068,newbler
1219069,newbler
1219071,Newbler
1219071,Velvet
1219071,newbler
1219072,Newbler
1219074,newbler
1219076,N/A
1219076,Newbler
1219077,Newbler
1219077,Velvet
1219080,Newbler
1219085,newbler
1219356,newbler
1219359,Newbler
1219360,newbler
1219361,newbler
1219362,newbler
1219375,SOAPdenovo
1219375,Velvet
1219581,Newbler
1219585,SPAdes
1219626,SPAdes
1219,N/A
1220026,Velvet
1220027,SOAPdenovo
1220027,Velvet
1220028,SOAPdenovo
1220028,Velvet
1220495,N/A
1220495,SPAdes
1220510,GS
1220533,N/A
1220535,CLCbio
1220551,Newbler
1220553,newbler
1220554,newbler
1220557,newbler
1220558,newbler
1220559,newbler
1220561,newbler
1220563,newbler
1220564,newbler
1220567,newbler
1220570,newbler
1220571,newbler
1220572,newbler
1220573,newbler
1220574,Newbler
1220577,newbler
1220578,newbler
1220579,newbler
1220580,newbler
1220581,Newbler
1220582,newbler
1220583,Newbler
1220584,newbler
1220585,Newbler
1220586,newbler
1220587,newbler
1220588,newbler
1220589,SOAPdenovo
1220589,newbler
1220590,newbler
1220591,CLC
1220591,newbler
1220593,newbler
1220594,Newbler
1220595,newbler
1220596,newbler
1220705,N/A
1221244,Velvet
1221245,Velvet
1221246,Velvet
1221247,Velvet
1221248,Velvet
1221249,Velvet
1221250,Velvet
1221251,Velvet
1221252,Velvet
1221253,Velvet
1221254,Velvet
1221255,Velvet
1221256,Velvet
1221257,Velvet
1221258,Velvet
1221259,Velvet
1221260,Velvet
1221261,Velvet
1221262,Velvet
1221263,Velvet
1221264,Velvet
1221265,Velvet
1221266,Velvet
1221267,Velvet
1221268,Velvet
1221269,Velvet
1221270,Velvet
1221271,Velvet
1221272,Velvet
1221273,Velvet
1221274,Velvet
1221275,Velvet
1221276,Velvet
1221277,Velvet
1221278,Velvet
1221279,Velvet
1221280,Velvet
1221281,Velvet
1221282,Velvet
1221283,Velvet
1221284,Velvet
1221285,Velvet
1221286,Velvet
1221287,Velvet
1221288,Velvet
1221289,Velvet
1221290,Velvet
1221291,Velvet
1221292,Velvet
1221293,Velvet
1221294,Velvet
1221295,Velvet
1221296,Velvet
1221297,Velvet
1221298,Velvet
1221299,Velvet
1221300,Velvet
1221301,Velvet
1221302,Velvet
1221303,Velvet
1221304,Velvet
1221306,Velvet
1221307,Velvet
1221308,Velvet
1221309,Velvet
1221310,Velvet
1221311,Velvet
1221327,CLC
1221328,N/A
1221450,SOAPdenovo
1221451,Velvet
1221452,Velvet
1221453,Velvet
1221500,CLC
1221500,N/A
1221522,N/A
1221524,N/A
1221525,N/A
1221537,Velvet
1221538,Velvet
1221877,N/A
1221996,SPades
1222003,Velvet
1222029,GS
122202,GS
1222030,GS
1222031,GS
1222032,GS
1222033,GS
1222034,N/A
1223307,Newbler
1223410,SOAPdenovo
1223489,newbler
1223492,newbler
1223493,newbler
1223494,newbler
1223495,newbler
1223496,newbler
1223498,newbler
1223499,newbler
1223501,Newbler
1223502,newbler
1223503,newbler
1223504,newbler
1223505,newbler
1223506,newbler
1223507,newbler
1223508,newbler
1223509,newbler
1223512,newbler
1223513,newbler
1223515,N/A
1223515,newbler
1223517,newbler
1223520,newbler
1223521,newbler
1223522,newbler
1223523,Velvet
1223524,newbler
1223525,newbler
1223526,newbler
1223527,newbler
1223528,newbler
1223529,newbler
1223531,newbler
1223534,newbler
1223536,newbler
1223540,newbler
1223541,newbler
1223542,Newbler
1223543,Newbler
1223544,Newbler
1223545,Newbler
1223546,newbler
1223547,IDBA
1223547,newbler
1223548,newbler
1223549,newbler
1223550,newbler
122355,ABySS
122355,N/A
122355,SOAPdenovo
122355,SPAdes
122355,Velvet
1223564,velvet
1223566,N/A
1223567,Newbler
1223568,Newbler
1223569,Newbler
1223570,MIRA
1223571,MINIMUS
1223571,Newbler
1223572,MINIMUS
1223572,Newbler
1223573,Newbler
1223574,Newbler
1223802,N/A
1224136,SOAPdenovo
1224139,Newbler
1224141,Velvet
1224142,SOAPdenovo
1224144,Newbler
1224145,Newbler
1224146,Newbler
1224147,MINIMUS
1224147,Newbler
1224148,MINIMUS
1224148,Newbler
1224149,Newbler
1224150,Newbler
1224151,MINIMUS
1224151,Newbler
1224152,MINIMUS
1224152,Newbler
1224153,Newbler
1224154,Newbler
1224162,N/A
1224163,N/A
1224164,N/A
1224165,Newbler
1224166,Newbler
1224318,ABySS
1224742,N/A
1224742,Newbler
1224742,Velvet
1224743,Velvet
1224744,SOAPdenovo
1224744,Unknown
1224746,N/A
1224748,GS
1224749,N/A
1224919,allpaths
1224920,allpaths
1224921,allpaths
1224922,allpaths
1224923,allpaths
1224924,allpaths
1224925,allpaths
1224926,allpaths
1224927,allpaths
1224928,allpaths
1224929,allpaths
1224930,allpaths
1224931,allpaths
1224932,allpaths
1224933,allpaths
1225174,N/A
1225175,Newbler
1225175,Velvet
1225176,GS
1225181,N/A
1225184,CLC
1225186,ABySS
1225187,ABySS
1225188,ABySS
1225189,ABySS
1225190,ABySS
1225191,BySS
1225192,ABySS
1225193,ABySS
1225194,ABySS
1225195,ABySS
1225196,ABySS
1225197,ABySS
1225198,ABySS
1225199,ABySS
1225200,ABySS
1225201,ABySS
1225202,ABySS
1225203,ABySS
1225204,ABySS
1225205,ABySS
1225341,Newbler
1225476,SOAPdenovo
1225482,Newbler
1225482,Velvet
1225522,N/A
1225564,CLC
1225647,Newbler
1225651,Newbler
1225655,Newbler
1225657,Newbler
1225660,Newbler
1225722,N/A
1225780,Newbler
1225781,CLC
1225782,CLC
1225783,CLC
1225785,Newbler
1225786,N/A
1225786,Newbler
1225788,N/A
122586,N/A
122587,N/A
1226115,Newbler
1226298,N/A
1226299,Newbler
1226301,N/A
1226322,Velvet
1226323,Velvet
1226324,Velvet
1226325,Velvet
1226332,N/A
1226333,N/A
1226334,N/A
1226335,N/A
1226336,N/A
1226343,CLC
1226343,MINIMUS
1226343,Velvet
1226344,CLC
1226633,Newbler
1226675,N/A
1226676,N/A
1226677,N/A
1226678,N/A
1226679,N/A
1226680,N/A
1226740,Velvet
1226748,N/A
1226750,SOAPdenvo
1226751,SPAdes
1226754,Velvet
1226755,Velvet
1226968,N/A
1226994,SOAPdenovo
1227076,Velvet
1227261,Newbler
1227262,Velvet
1227264,Newbler
1227266,Velvet
1227268,Velvet
1227269,Velvet
1227270,Velvet
1227271,Velvet
1227272,Velvet
1227275,Velvet
1227276,Velvet
1227349,Velvet
1227350,Velvet
1227351,Velvet
1227352,Velvet
1227358,Velvet
1227359,Velvet
1227360,Velvet
1227363,Newbler
1227739,N/A
1227747,Velvet
1227811,AbySS
1227811,Edena
1227812,Ray
1227812,Velvet
1227813,GS
1227814,GS
1227924,CLC
1228987,N/A
1228997,N/A
1229172,GS
1229202,IDBA-UD
1229203,Newbler
1229204,Newbler
1229205,N/A
1229276,Velvet
1229281,Newbler
1229484,Newbler
1229485,Newbler
1229486,Newbler
1229487,Newbler
1229488,Newbler
1229489,Newbler
1229492,N/A
1229493,CLC
1229493,Velvet
1229494,Velvet
1229512,N/A
1229514,Ray
1229516,GS
1229517,CLC
1229518,CLC
1229520,CLC
1229521,Newbler
1229671,N/A
1229726,N/A
1229726,Newbler
1229727,N/A
1229756,N/A
1229758,N/A
1229780,N/A
1229781,Newbler
1229783,Newbler
1229785,N/A
1229831,N/A
1229903,CLC
1229904,CLC
1229906,CLC
1229907,CLC
1229,CLC
1230338,AHA
1230338,Ray
1230340,N/A
1230341,CLC
1230341,Celera
1230341,N/A
1230342,Velvet
1230343,N/A
1230477,ABySS
1230478,Newbler
1230480,N/A
1230587,N/A
1230631,SOAPdenovo
1230730,Newbler
1230734,Celera
1231054,Celera
1231054,Consed
1231054,SOAPdenovo
1231054,Velvet
1231057,CLC
1231058,Newbler
1231063,N/A
1231072,N/A
1231185,Newbler
1231190,SOAPdenovo
1231241,Newbler
1231336,SOAPdenovo
1231339,Velent
1231340,Velent
1231341,Velent
1231342,Velent
1231343,Velent
1231350,Velent
1231351,Velent
1231352,Velent
1231353,Velent
1231354,Velent
1231357,Velent
1231376,SOAPdenovo
1231377,CLC
1231382,CLC
1231383,CLC
1231390,Velvet
1231391,Velvet
1231392,Newbler
1231623,Velent
1231624,N/A
1231626,N/A
1231627,CLC
1231719,GS
1231725,Newbler
1231930,Newbler
1231931,Newbler
1231932,Newbler
1231933,Newbler
1231,N/A
123214,N/A
1232150,Newbler
1232151,Newbler
1232154,Newbler
1232184,Newbler
1232188,CLC
1232192,Celera
1232193,Celera
1232194,Celera
1232195,Celera
1232196,Celera
1232197,Celera
1232203,SOAPdenovo
1232381,N/A
1232383,N/A
1232384,N/A
1232385,N/A
1232394,N/A
1232410,velvet
1232426,N/A
1232427,N/A
1232428,N/A
1232429,N/A
1232430,N/A
1232431,N/A
1232436,N/A
1232437,Velvet
1232438,Newbler
1232439,Newbler
1232440,Newbler
1232441,Newbler
1232442,Newbler
1232443,Newbler
1232444,Newbler
1232445,Newbler
1232446,Newbler
1232447,Newbler
1232449,Newbler
1232451,Newbler
1232452,Newbler
1232453,Newbler
1232454,Newbler
1232455,Newbler
1232456,Newbler
1232457,Newbler
1232458,Newbler
1232459,Newbler
1232460,Newbler
1232554,N/A
1232659,N/A
1232659,Newbler
1232666,Velvet
1232672,Velvet
1232673,GS
1232681,CLCbio
1232683,CLCbio
1232724,N/A
1232866,N/A
1233098,GS
1233099,CLC
1233100,N/A
123316,N/A
1233170,Celera
1233171,Celera
123320,N/A
1233231,AllPaths
1233245,Velvet
1233262,N/A
1233524,CLC
1233873,N/A
1233950,NextGene
1233951,NextGene
1234128,GS
1234142,CLC
1234364,Velvet
1234365,N/A
1234367,N/A
1234368,N/A
1234369,N/A
1234378,N/A
1234380,N/A
1234381,Velvet
1234382,Velvet
1234409,Newbler
1234409,Velvet
1234555,N/A
1234592,Newbler
1234593,Newbler
1234594,Newbler
1234595,Newbler
1234596,N/A
1234597,MIRA
1234597,SPAdes
1234597,Velvet
1234600,N/A
1234601,Celera
1234603,N/A
1234659,SPAdes
1234661,FastQC
1234661,Pilon
1234661,Prokka
1234661,Quast
1234661,SGA
1234661,Spades
1234661,Trimmomatic
1234661,iMetAMOS
1234661,idba
1234661,samtools
1234664,CLC
1234668,Velent
1234669,Velent
1234671,Newbler
1234672,Newbler
1234679,N/A
1234777,CLC
1234871,Celera
1235279,GS
1235441,SOAPdenovo
1235442,CLC
1235443,CLC
1235444,CLC
1235454,CLC
1235456,CLC
1235457,Newbler
1235458,Newbler
1235459,Newbler
1235460,Newbler
1235461,N/A
1235473,CLC
1235479,Velvet
1235558,Velvet
1235591,N/A
1235755,CLC
1235755,GS
1235785,allpaths
1235786,allpaths
1235787,allpaths
1235788,allpaths
1235789,allpaths
1235790,allpaths
1235792,allpaths
1235793,allpaths
1235794,allpaths
1235795,allpaths
1235796,allpaths
1235797,allpaths
1235798,allpaths
1235799,allpaths
1235800,allpaths
1235801,allpaths
1235802,allpaths
1235803,allpaths
1235804,allpaths
1235805,allpaths
1235808,Velvet
1235808,phredPhrap
1235809,Newbler
1235811,Newbler
1235811,Velvet
1235813,Newbler
1235815,Newbler
1235825,SOAPdenovo
1235827,CLC
1235829,N/A
1235833,SOAPdenovo
1235834,N/A
1235835,allpaths
1235863,Newbler
1235990,N/A
1236101,Velvet
1236102,Velvet
1236179,N/A
1236481,CLC
1236483,N/A
1236494,Newbler
1236497,Newbler
1236498,Newbler
1236500,Newbler
1236501,Newbler
1236502,Newbler
1236503,Newbler
1236504,Newbler
1236504,SPAdes
1236508,Newbler
1236509,Newbler
1236513,Newbler
1236514,Newbler
1236516,Newbler
1236517,N/A
1236517,Newbler
1236518,N/A
1236518,Newbler
1236520,Newbler
1236521,Newbler
1236525,Newbler
1236526,Newbler
1236539,Newbler
1236540,Newbler
1236541,Newbler
1236542,Newbler
1236543,newbler
1236544,Newbler
1236544,newbler
1236548,CLC
1236549,CLC
1236550,CLC
1236608,N/A
1236703,MIRA
1236902,SOAPdenovo
1236904,N/A
1236905,Velvet
1236908,N/A
1236909,N/A
1236944,Newbler
1236944,newbler
1236954,Newbler
1236958,Newbler
1236959,Newbler
1236960,Newbler
1236970,Newbler
1236971,Newbler
1236973,Newbler
1236974,Newbler
1236975,Newbler
1236976,Newbler
1236979,Newbler
1236989,Newbler
1237149,CLC
1237500,SOAPdenovo
1237929,ALLPATHS
1237929,Velvet
1238180,CLC
1238182,CLC
1238184,CLC
1238184,GS
1238186,CLC
1238186,GS
1238190,CLC
1238190,GS
1238192,Velvet
1238193,HGap
1238194,Velvet
1238195,Velvet
1238196,Velvet
1238197,Velvet
1238198,HGap
1238199,HGap
1238200,Velvet
1238201,Velvet
1238202,Velvet
1238203,Velvet
1238204,Velvet
1238205,Velvet
1238206,Velvet
1238207,Velvet
1238208,HGap
1238209,HGap
1238210,Velvet
1238211,Velvet
1238212,Velvet
1238213,HGap
1238214,Velvet
1238215,HGap
1238216,Velvet
1238217,Velvet
1238218,HGap
1238220,Velvet
1238221,Velvet
1238222,Velvet
1238223,Velvet
123822,CLC
1238231,HGap
1238235,Velvet
1238236,Velvet
1238237,Velvet
123834,CLC
123834,SPAdes
1238430,N/A
1238431,N/A
1238432,N/A
1238441,N/A
1238442,N/A
1238444,N/A
1238445,N/A
1238446,N/A
1238447,N/A
1238448,N/A
1238449,N/A
1238450,N/A
1238451,N/A
1238452,N/A
1238668,allpaths
1238674,ABySS
1238674,AHA
1238885,Velvet
1238993,N/A
123899,CLC
123899,N/A
1238,A5-miseq
1238,CLC
1238,N/A
1238,SPAdes
1239292,ALLPATHS
1239292,Velvet
1239307,N/A
1239415,Velvet
1239783,N/A
1239881,N/A
1239934,N/A
1239962,CLC
1239989,CLC
1240085,Newbler
1240086,CLC
1240348,SOAPdenovo
1240349,Spades
1240350,Newbler
1240385,N/A
1240471,N/A
1240557,ALLPATHS
1240557,Velvet
1240558,ALLPATHS
1240558,Velvet
1240676,Celera
1240677,Velvet
1240678,SOAPdenovo
1240687,Celera
1240688,Celera
1240691,Celera
1240692,Celera
1240693,MIRA
1240694,N/A
1240708,N/A
1240726,Velvet
1240758,allpaths
1240759,allpaths
1240760,allpaths
1240761,allpaths
1240762,allpaths
1240763,allpaths
1240764,allpaths
1240765,allpaths
1240766,allpaths
1240767,allpaths
1240768,allpaths
1240769,allpaths
1240770,allpaths
1240771,allpaths
1240772,allpaths
1240773,allpaths
1240774,allpaths
1240775,allpaths
1240776,allpaths
1240777,allpaths
1240778,allpaths
1240779,allpaths
1240783,Velvet
1240980,N/A
1241306,GS
1241582,N/A
1241583,Newbler
1241616,CLC
1241616,N/A
1241906,SPAdes
1242087,N/A
1242088,N/A
1242089,N/A
1242090,N/A
1242091,N/A
1242092,MIRA
1242093,MIRA
1242094,MIRA
1242095,MIRA
1242096,N/A
1242097,MIRA
1242100,MIRA
1242101,N/A
1242102,MIRA
1242105,N/A
1242106,N/A
1242108,N/A
1242245,N/A
1242247,N/A
1242253,SOAPdenovo
1242253,Velvet
1242696,MIRA
1242864,CLC
1242865,Newbler
1242965,Velvet
1242966,Velvet
1242967,Velvet
1242968,Velvet
1242969,Velvet
1242970,SOAPdenovo
1242989,Celera
1242991,Celera
1242992,Celera
1242993,N/A
1243032,Velvet
1243181,N/A
1243576,MIRA
1243578,MIRA
1243579,N/A
1243584,N/A
1243585,N/A
1243587,MIRA
1243588,MIRA
1243591,N/A
1243594,MIRA
1243595,N/A
1243598,MIRA
1243600,N/A
1243601,SPAdes
1243604,MIRA
1243608,MIRA
1243619,N/A
1243620,N/A
1243621,N/A
1243662,N/A
1243663,N/A
1243664,N/A
1244083,Velvet
1244085,N/A
1244086,Ray
1244088,Celera
1244089,Celera
1244091,Celera
1244092,Celera
1244093,Celera
1244094,Celera
1244095,Celera
1244096,Celera
1244097,Celera
1244098,Celera
1244099,Celera
1244100,Celera
1244101,Celera
1244102,Celera
1244103,Celera
1244104,Celera
1244105,Celera
1244106,Celera
1244111,N/A
1244112,N/A
1244113,N/A
1244118,N/A
1244119,N/A
1244120,N/A
1244121,N/A
1244122,N/A
1244140,Velvet
1244141,Velvet
1244142,Velvet
1244143,Velvet
1244144,Velvet
1244145,Velvet
1244150,Velvet
1244151,Velvet
1244152,Velvet
1244153,Velvet
1244154,Velvet
1244155,Velvet
1244528,N/A
1244529,N/A
1244531,N/A
1244532,allpaths
1244869,Newbler
1245026,Velvet
1245027,SOAPdenovo
1245028,SOAPdenovo
1245029,GS
1245029,Minimus
1245029,Newbler
1245275,SOAPdenovo
1245396,MIRA
1245469,N/A
1245471,N/A
1245472,SOAPdenovo
1245473,SOAPdenovo
1245474,N/A
1245475,SOAPdenovo
1245476,SOAPdenovo
1245477,SOAPdenovo
1245478,SOAPdenovo
1245787,SOAPdenovo
1245923,AllPaths
1245935,AllPaths
1245,CLC
1245,IDBA
1245,N/A
1245,Newbler
1245,Velvet
1246119,N/A
1246120,N/A
1246121,N/A
1246301,N/A
1246365,N/A
1246444,SOAPdenovo
1246445,SOAPdenovo
1246448,SOAPdenovo
1246459,ALLPATHS
1246459,Velvet
1246460,SOAPdenovo
1246461,SOAPdenovo
