taxid,assembler
1128424,unknown
1128427,Allpaths
1128427,Phrap
1128427,Velvet
1128912,GS
1128946,Newbler
1128948,Newbler
1128950,Newbler
1128951,Newbler
1128952,Newbler
1128953,Newbler
1128954,Newbler
1128955,Newbler
1128956,Newbler
1128957,Newbler
1128958,Newbler
1128959,Newbler
1128961,Newbler
1128962,Newbler
1128963,Newbler
1128964,Newbler
1128965,Newbler
1128966,Newbler
1128967,Newbler
1128968,Newbler
1128969,Newbler
1128983,Newbler
112901,unknown
1129032,unknown
1129033,unknown
1129034,unknown
1129035,unknown
112904,SPAdes
11290,unknown
1129117,unknown
1129145,unknown
1129146,unknown
1129147,unknown
1129191,unknown
1129192,unknown
1129194,unknown
11292,unknown
1129367,ABySS
1129368,Velvet-SC
1129369,unknown
1129374,CLC
1129374,GS
1129793,GS
1129794,GS
1129794,unknown
1129873,unknown
1129895,SOAPdenovo
1129896,CLC
1129897,unknown
11303,unknown
1130798,unknown
11307,unknown
1130804,unknown
1130827,Newbler
1130828,unknown
1130828,Velvet
1130829,unknown
1130829,Velvet
1130832,SOAPdenovo
1131253,SOAPdenovo
1131257,CLC
1131257,Newbler
1131292,SPAdes
1131315,unknown
1131316,unknown
1131317,unknown
1131336,Velvet
1131442,unknown
1131451,CLC
1131451,SOAP
1131451,SSPACE
1131452,CLC
1131453,CLC
1131454,CLC
1131455,CLC
1131462,unknown
1131483,unknown
1131485,unknown
1131551,Allpaths
1131551,Phrap
1131551,Velvet
1131552,Allpaths
1131552,Velvet
1131553,unknown
1131622,unknown
1131627,Celera
1131628,Celera
1131629,Celera
1131630,Celera
1131702,unknown
1131730,CLC
1131731,CLC
1131732,CLC
1131733,CLC
1131734,CLC
1131757,Mira
1131758,Mira
1131812,Unknown
1131813,Allpaths
1131813,Phrap
1131813,Velvet
1131814,Allpaths
1131814,Phrap
1131814,Velvet
1131816,Unknown
11318,unknown
1131935,Minimus
1131935,Newbler
1132026,unknown
1132441,Unknown
1132442,Allpaths
1132442,Phrap
1132442,Velvet
1132443,Allpaths
1132443,Phrap
1132443,Velvet
1132444,Allpaths
1132444,Phrap
1132444,Velvet
1132496,unknown
1132497,Consed
1132497,GS
1132498,Consed
1132498,GS
1132499,Consed
1132499,GS
1132500,Consed
1132500,GS
1132501,Consed
1132501,GS
1132502,Consed
1132502,GS
1132503,Consed
1132503,GS
1132504,Consed
1132504,GS
1132505,Consed
1132505,GS
1132506,Consed
1132506,GS
1132507,unknown
1132508,unknown
1132509,A5
1132509,Newbler
113268,CLC
1132836,Newbler
1132836,Velvet
1132855,Allpaths
1132855,Phrap
1132855,Velvet
1133022,unknown
1133292,unknown
1133293,unknown
1133329,HGAP2
113355,Newbler
1133568,unknown
1133569,Newbler
1133569,SOAPdenovo
1133596,unknown
1133671,unknown
113370,unknown
1133751,unknown
1133849,unknown
1133850,unknown
1133851,Newbler
1133852,unknown
1133853,unknown
113395,Allpaths
1133968,unknown
1134055,Allpaths
1134055,Phrap
1134055,Velvet
1134406,SPAdes
1134413,SOAPdenovo
1134435,unknown
1134445,Newbler
1134454,unknown
1134455,Velvet
1134456,unknown
1134457,Newbler
1134457,phredPhrap
1134459,Newbler
1134474,SOAPdenovo
1134475,SOAPdenovo
1134501,Allpaths
1134502,Allpaths
1134503,Allpaths
1134504,Allpaths
1134505,Allpaths
1134506,Allpaths
1134507,Allpaths
1134508,Allpaths
1134509,Allpaths
1134510,Allpaths
1134579,unknown
1134687,A5-pipeline
1134687,A5
1134687,ABYSS
1134687,CLC
1134687,Celera
1134687,Circulator
1134687,HGAP3
1134687,HGAP
1134687,unknown
1134687,Newbler
1134687,Pilon
1134687,SMRT
1134687,SPAdes
1134687,Velvet
1134687,Allpaths
1134782,unknown
1134784,Velvet
1134785,Velvet
1134786,Velvet
1134787,Velvet
1134788,Velvet
1134789,Velvet
1134790,Velvet
1134791,Velvet
1134792,Velvet
1134793,Velvet
1134794,Velvet
1134795,Velvet
1134796,Velvet
1134797,Velvet
1134798,Velvet
1134799,Velvet
1134800,Velvet
1134801,Velvet
1134802,Velvet
1134804,Velvet
1134805,Velvet
1134806,Velvet
1134807,Velvet
1134808,Velvet
1134809,Velvet
1134810,Velvet
1134811,Velvet
1134812,Velvet
1134813,Velvet
1134814,Velvet
1134815,Velvet
1134816,Velvet
1134817,Velvet
1134818,Velvet
1134819,Velvet
1134820,Velvet
1134821,Velvet
1134822,Velvet
1134823,Velvet
1134824,Velvet
1134825,Velvet
1134826,Velvet
1134827,Velvet
1134828,Velvet
1134829,Velvet
1134830,Velvet
1134831,Velvet
1134832,Velvet
1134833,Velvet
1134834,Velvet
1134835,Velvet
1134836,Velvet
1134837,Velvet
1134838,Velvet
1134839,Velvet
1134840,Velvet
1134841,Velvet
1134842,Velvet
1134912,Newbler
1134914,Newbler
113540,SOAPdenovo
113553,unknown
113571,IDBA-UD
1136024,unknown
1136133,unknown
1136137,Velvet
1136138,SOAPdenovo
1136157,Maq
1136157,Velvet
1136157,minimus
1136158,Maq
1136158,Velvet
1136158,minimus
1136159,Maq
1136159,Velvet
1136159,minimus
1136160,Maq
1136160,Velvet
1136160,minimus
1136161,Maq
1136161,Velvet
1136161,minimus
1136162,Maq
1136162,Velvet
1136162,minimus
1136163,Hierarchical
1136163,Maq
1136163,Velvet
1136163,minimus
1136164,Maq
1136164,Velvet
1136164,minimus
1136165,Velvet
1136166,Maq
1136166,Velvet
1136166,minimus
1136167,Maq
1136167,Velvet
1136167,minimus
1136168,Maq
1136168,Velvet
1136168,minimus
1136169,Maq
1136169,Velvet
1136169,minimus
1136170,Maq
1136170,Velvet
1136170,minimus
1136171,Maq
1136171,Velvet
1136171,minimus
1136172,Maq
1136172,Velvet
1136172,minimus
1136173,Maq
1136173,Velvet
1136173,minimus
1136174,Maq
1136174,Velvet
1136175,Maq
1136175,Velvet
1136175,minimus
1136176,Maq
1136176,Velvet
1136176,minimus
1136177,Velvet
1136178,SSPACE
1136178,WGS
1136179,unknown
1136217,Newbler
1136218,Newbler
1136231,unknown
1136416,Allpaths
1136416,Velvet
1136417,Allpaths
1136417,Velvet
1136418,Allpaths
1136418,Velvet
1136419,Allpaths
1136419,Velvet
1136420,Allpaths
1136420,Velvet
1136421,Allpaths
1136421,Velvet
1136422,Allpaths
1136422,Velvet
1136423,Allpaths
1136423,Velvet
1136424,Allpaths
1136424,Velvet
1136425,Allpaths
1136425,Velvet
1136426,Allpaths
1136426,Velvet
1136427,Allpaths
1136427,Velvet
1136428,Allpaths
1136428,Velvet
1136429,Allpaths
1136429,Velvet
1136430,Allpaths
1136430,Velvet
1136431,Allpaths
1136431,Velvet
1136432,Allpaths
1136432,Velvet
1136433,Allpaths
1136433,Velvet
1136534,unknown
1136535,unknown
113653,unknown
1136731,unknown
1136873,unknown
1136877,CLC
1136877,Omixon
1136880,Platanus
1136941,unknown
1137095,SPAdes
1137096,SPAdes
1137129,Velvet
1137130,Velvet
1137131,Velvet
1137132,Velvet
1137133,Velvet
1137134,unknown
1137135,CLC
1137247,Allpaths
1137247,Velvet
1137248,Allpaths
1137248,Velvet
1137249,Allpaths
1137249,Velvet
1137250,Allpaths
1137250,Velvet
1137251,Allpaths
1137251,Velvet
1137252,Allpaths
1137252,Velvet
1137253,Allpaths
1137253,Velvet
1137254,Allpaths
1137254,Velvet
1137255,Allpaths
1137255,Velvet
1137256,Allpaths
1137256,Velvet
1137257,Allpaths
1137257,Velvet
1137258,Allpaths
1137258,Velvet
1137260,Allpaths
1137260,Velvet
1137261,Allpaths
1137261,Velvet
1137262,Allpaths
1137262,Velvet
1137263,Allpaths
1137263,Velvet
1137264,Allpaths
1137264,Velvet
1137265,Allpaths
1137265,Velvet
1137266,Allpaths
1137266,Velvet
1137268,Allpaths
1137268,Velvet
1137269,Allpaths
1137269,Velvet
1137271,Allpaths
1137271,Velvet
1137280,CLC
1137281,CLC
1137284,Allpaths
1137284,unknown
1137284,Velvet
1137651,unknown
1137745,unknown
1137799,Allpaths
1137931,unknown
1137961,CLCbio
1138189,SPAdes
1138308,unknown
1138382,unknown
1138383,unknown
1138383,SPAdes
1138384,unknown
1138429,SOAPdenovo
1138452,Velvet
1138489,unknown
1138822,unknown
1138871,unknown
1138874,unknown
1138877,unknown
1138880,Allpaths
1138881,Allpaths
1138882,Allpaths
1138883,Allpaths
1138884,Allpaths
1138885,Allpaths
1138886,Allpaths
1138887,Allpaths
1138888,Allpaths
1138889,Allpaths
1138890,Allpaths
1138891,Allpaths
1138892,Allpaths
1138893,Allpaths
1138894,Allpaths
1138895,Allpaths
1138896,Allpaths
1138897,Allpaths
1138898,Allpaths
1138899,Allpaths
1138900,Allpaths
1138901,Allpaths
1138902,Allpaths
1138903,Allpaths
1138904,Allpaths
1138905,Allpaths
1138906,Allpaths
1138907,Allpaths
1138908,Allpaths
1138909,Allpaths
1138910,Allpaths
1138913,Allpaths
1138914,Allpaths
1138915,Allpaths
1138916,Allpaths
1138917,Allpaths
1138918,Allpaths
1138919,Allpaths
1138920,Allpaths
1138921,Allpaths
1138922,Allpaths
1138923,Allpaths
1138924,Allpaths
1138925,Allpaths
1138926,Allpaths
1138929,Allpaths
1138930,Allpaths
1138931,Allpaths
1138932,Allpaths
1138933,Allpaths
1138934,Allpaths
1138935,Allpaths
1138936,Allpaths
1138937,Allpaths
1138938,Allpaths
1138939,Allpaths
1139219,Allpaths
1139996,Allpaths
1140001,Allpaths
1140002,Allpaths
1140003,Allpaths
1140114,SOAPdenovo
114090,CLC
114090,SOAPdenovo
1140,unknown
114102,unknown
1141101,Newbler
1141102,unknown
1141105,unknown
1141106,unknown
1141132,unknown
1141133,unknown
1141134,unknown
1141135,unknown
1141136,unknown
1141137,unknown
1141138,unknown
1141139,unknown
1141140,unknown
1141141,unknown
114136,CLC
1141519,unknown
1141525,unknown
1141526,unknown
1141625,unknown
1141647,Velvet
1141647,newbler
1141657,Newbler
1141657,newbler
1141660,SeqMan
1141661,Newbler
1141662,Newbler
1141663,SeqMan
1141883,unknown
1142394,unknown
1142511,unknown
1143190,CLC
1143191,CLC
1143323,unknown
114398,HiRise
114416,unknown
114424,unknown
1144253,MIRA3
1144271,Velvet
1144272,Velvet
1144273,Newbler
1144275,unknown
1144280,Newbler
114429,unknown
1144300,Newbler
1144302,GS
1144303,CodonCode
1144303,Newbler
1144304,CLC
1144305,CLC
1144306,CLC
1144307,CLC
1144308,Velvet
1144309,ALLPATHS-LG
1144309,unknown
114430,unknown
1144310,ALLPATHS-LG
1144311,CLC
1144312,CLC
1144313,CLC
1144314,CLC
1144315,CLC
1144316,Velvet
1144317,CLC
1144318,CLC
1144319,CLC
1144320,CLC
1144321,CLC
1144322,Velvet
1144323,CLC
1144324,CLC
1144325,CLC
1144326,CLC
1144327,CLC
1144328,Newbler
1144329,CLC
1144330,CLC
1144331,Velvet
1144332,CLC
1144333,CLC
1144334,CLC
1144335,CLC
1144336,CLC
1144337,CLC
1144338,CLC
1144339,CLC
1144340,CLC
1144341,CLC
1144342,CLC
1144343,CLC
1144344,CLC
1144379,unknown
1144477,Velvet
1144478,Velvet
1144661,Allpaths
1144662,Allpaths
1144663,Allpaths
1144664,Allpaths
1144665,Allpaths
1144666,Allpaths
1144667,Allpaths
1144668,Allpaths
1144669,Allpaths
1144670,Allpaths
1144671,Allpaths
1144672,Allpaths
1144673,Allpaths
1144674,Allpaths
1144708,ALLPATHS-LG
1144748,unknown
1144883,MG
1144884,Newbler
1144885,Newbler
1144888,Newbler
1144929,Allpaths
1144929,Velvet
1144930,Allpaths
1144930,Velvet
1145110,Celera
1145111,Celera
1145112,Celera
1145113,Celera
1145114,Celera
1145115,Celera
1145116,Celera
1145117,Celera
1145118,Celera
1145119,Celera
1145120,Celera
1145121,Celera
1145122,Celera
1145123,Celera
1145124,Celera
1145125,Celera
1145126,Celera
1145127,Celera
1145128,Celera
1145129,Celera
1145130,Celera
1145131,Celera
1145132,Celera
1145133,Celera
1145134,Celera
1145135,Celera
1145136,Celera
1145137,Celera
1145138,Celera
1145139,Celera
1145140,Celera
1145141,Celera
1145142,Celera
1145143,Celera
1145144,Celera
1145145,Celera
1145146,Celera
1145147,Celera
1145148,Celera
1145149,Celera
1145150,Celera
1145151,Celera
1145152,Celera
1145153,Celera
1145154,Celera
1145155,Celera
1145156,Celera
1145157,Celera
1145158,Celera
1145159,Celera
1145160,Celera
1145161,Celera
1145162,Celera
1145163,Celera
1145164,Celera
1145165,Celera
1145166,Celera
1145167,Celera
1145168,Celera
1145169,Celera
1145170,Celera
1145171,Celera
1145172,Celera
1145173,Celera
1145174,Celera
1145175,Celera
1145176,Celera
1145177,Celera
1145178,Celera
1145179,Celera
114517,unknown
1145180,Celera
1145181,Celera
1145182,Celera
1145183,Celera
1145184,Celera
1145185,Celera
1145186,Celera
1145187,Celera
1145188,Celera
1145189,Celera
1145190,Celera
1145191,Celera
1145192,Celera
1145193,Celera
1145194,Celera
1145195,Celera
1145276,unknown
114529,unknown
114615,unknown
114686,SPAdes
1146882,SOAPdenovo
1146883,unknown
114699,CLCbio
1147034,GS
1147042,unknown
1147043,unknown
1147044,unknown
1147094,unknown
1147123,unknown
1147127,CLC
1147128,unknown
1147129,unknown
1147130,unknown
1147131,unknown
1147132,unknown
1147137,unknown
1147140,unknown
1147142,unknown
1147143,unknown
1147144,unknown
1147145,unknown
1147146,unknown
1147147,unknown
1147148,unknown
1147149,unknown
1147150,unknown
1147151,unknown
1147152,unknown
1147153,unknown
1147154,unknown
1147155,unknown
1147156,unknown
1147157,unknown
1147158,unknown
1147160,unknown
1147161,unknown
1147753,unknown
1147754,unknown
114777,unknown
1147786,unknown
1147787,unknown
1147,unknown
1148157,MIRA
1148157,newbler
1148491,unknown
114871,unknown
1148757,CLC
1148,unknown
1149132,Velvet
1149133,ABySS
1149134,CLCBio
1149135,unknown
114921,unknown
114922,unknown
114977,unknown
1149860,Newbler
1149862,Newbler
1149865,Newbler
1149871,unknown
1149952,unknown
1150157,SOAPdenovo
1150298,unknown
1150353,unknown
1150368,unknown
1150389,unknown
1150395,Allpaths
1150395,Velvet
1150398,Allpaths
1150399,Allpaths
1150399,Velvet
1150423,unknown
1150423,SOAPdenovo
1150460,unknown
1150460,SOAPdenovo
1150461,unknown
1150461,SOAPdenovo
1150461,Velvet
1150468,unknown
1150469,unknown
1150474,Unknown
1150475,unknown
1150476,unknown
1150591,Velvet
1150599,Velvet
1150600,GS
1150601,unknown
1150615,CLCbio
1150615,unknown
1150621,unknown
1150624,Celera
1150625,Celera
1150626,unknown
1150674,Unknown
1150676,Allpaths
1150676,Velvet
1150773,unknown
1150775,Allpaths
1150775,Velvet
1150861,unknown
1150862,Velvet
1150864,unknown
1150867,SOLiD
1150867,Velvet
1150869,unknown
1150948,MIRA
1150948,PAGIT
1150989,unknown
1150990,unknown
1150991,unknown
1150992,unknown
1151001,MIRA
1151002,SPAdes
1151014,unknown
1151061,unknown
1151113,Newbler
1151114,SOAPdenovo
1151115,SOAPdenovo
1151116,unknown
1151117,CLC
1151118,Allpaths
1151118,Velvet
1151119,Allpaths
1151119,Velvet
1151120,Allpaths
1151120,Velvet
1151121,Allpaths
1151121,Velvet
1151122,Allpaths
1151122,Velvet
1151123,Allpaths
1151123,Velvet
1151124,Allpaths
1151124,Velvet
1151126,Allpaths
1151126,Velvet
1151127,Allpaths
1151127,Velvet
1151128,Allpaths
1151128,Velvet
1151166,SPAdes
1151170,SPAdes
1151171,SPAdes
1151174,SPAdes
1151181,SPAdes
1151186,Allpaths
1151187,Allpaths
1151188,Allpaths
1151189,Allpaths
1151190,Allpaths
1151191,Allpaths
1151192,Allpaths
1151193,Allpaths
1151194,Allpaths
1151195,Allpaths
1151196,Allpaths
1151197,Allpaths
1151198,Allpaths
1151199,Allpaths
1151200,Allpaths
1151201,Allpaths
1151202,Allpaths
1151204,Allpaths
1151205,Allpaths
1151206,Allpaths
1151207,Allpaths
1151208,Allpaths
1151209,Allpaths
1151210,Allpaths
1151211,Allpaths
1151212,Allpaths
1151213,Celera
1151214,Celera
1151215,Celera
1151216,Celera
1151217,Celera
1151218,Celera
1151219,Celera
1151220,Celera
1151221,Celera
1151222,Celera
1151224,Celera
1151225,Celera
1151226,Celera
1151227,Celera
1151228,Celera
1151231,Celera
1151232,Celera
1151233,Celera
1151234,Celera
1151235,Celera
1151236,Celera
1151237,Celera
1151238,Celera
1151239,Celera
1151240,Celera
1151241,Celera
1151242,Celera
1151243,Celera
1151244,Celera
1151246,Celera
1151247,Celera
1151248,Celera
1151249,Celera
1151250,Celera
1151251,Celera
1151252,MaSuRCA
1151253,Celera
1151254,Celera
1151255,Celera
1151256,Celera
1151257,Celera
1151258,Celera
1151259,Celera
1151260,Celera
1151261,Celera
1151262,Celera
1151263,Celera
1151264,Celera
1151265,Celera
1151266,Celera
1151267,Celera
1151268,Celera
1151269,Celera
1151270,Celera
1151271,Celera
1151272,Celera
1151273,Celera
1151274,Celera
1151275,Celera
1151276,Celera
1151277,Celera
1151278,Celera
1151279,MaSuRCA
1151280,Celera
1151281,Celera
1151282,Celera
1151283,Celera
1151284,MaSuRCA
1151285,MaSuRCA
1151286,Celera
1151287,Celera
1151288,Celera
1151289,Celera
1151290,Celera
1151291,Celera
1151292,Celera
1151293,Celera
1151294,Celera
1151295,Celera
1151296,Celera
1151297,MaSuRCA
1151298,Celera
1151299,Celera
1151300,MaSuRCA
1151301,Celera
1151303,Celera
1151304,Celera
1151305,Celera
1151306,MaSuRCA
1151308,Celera
1151309,Celera
1151310,Celera
1151312,Celera
1151313,MaSuRCA
1151314,MaSuRCA
1151316,Celera
1151317,Celera
1151318,Celera
1151319,Celera
1151320,Celera
1151321,MaSuRCA
1151322,Celera
1151323,Celera
1151324,Celera
1151325,Celera
1151326,Celera
1151327,Celera
1151328,Celera
1151329,MaSuRCA
1151330,Celera
1151331,Celera
1151332,MaSuRCA
1151333,MaSuRCA
1151335,Celera
1151336,Celera
1151337,Celera
1151338,Celera
1151339,Celera
1151340,Celera
1151341,Celera
1151342,Celera
1151343,Celera
1151344,Celera
1151345,Celera
1151346,Celera
1151347,Celera
1151348,Celera
1151349,MaSuRCA
1151350,Celera
1151351,Celera
1151352,Celera
1151353,Celera
1151354,Celera
1151355,Celera
1151356,Celera
1151357,Celera
1151358,Celera
1151359,MaSuRCA
1151360,Celera
1151361,Celera
1151362,MaSuRCA
1151363,Celera
1151364,Celera
1151366,Celera
1151367,MaSuRCA
1151368,Celera
1151373,Celera
1151374,Celera
1151375,Celera
1151376,Celera
1151377,MaSuRCA
1151378,Celera
1151380,Celera
1151381,Celera
1151382,Celera
1151383,Celera
1151384,Celera
1151385,Celera
1151386,MaSuRCA
1151387,Celera
1151388,Celera
1151389,Celera
1151390,Celera
1151392,Celera
1151393,Celera
1151394,Celera
1151395,Celera
1151396,Celera
1151397,Celera
1151398,MaSuRCA
1151399,MaSuRCA
1151400,Celera
1151401,MaSuRCA
1151402,Celera
1151403,Celera
1151404,Celera
1151405,Celera
1151406,Celera
1151407,Celera
1151408,Celera
1151409,Celera
1151410,Celera
1151411,Celera
1151412,Celera
1151413,Celera
1151414,Celera
1151415,Celera
1151416,Celera
1151417,Celera
1151418,Celera
1151419,Celera
1151420,Celera
1151421,Celera
1151422,Celera
1151423,Celera
1151424,Celera
1151425,Celera
1151426,Celera
1151427,Celera
1151428,Celera
1151429,Celera
1151430,Celera
1151431,Celera
1151432,Celera
1151433,Celera
1151434,Celera
1151435,Celera
1151436,Celera
1151437,Celera
1151438,Celera
1151439,Celera
1151440,Celera
1154689,unknown
1154756,unknown
1154757,unknown
1154758,CLC
1154761,CLC
1154762,CLC
1154769,CLC
1154771,Celera
1154772,Celera
1154773,Celera
1154774,Celera
1154776,Celera
1154779,Celera
1154780,Celera
1154781,Celera
1154782,Celera
1154783,Celera
1154784,Celera
1154785,Celera
1154786,Celera
1154787,unknown
1154788,Celera
1154789,Celera
1154791,Celera
1154792,Celera
1154793,Celera
1154794,Celera
1154795,Celera
1154796,Celera
1154797,Celera
1154798,Celera
1154799,Celera
1154800,Celera
1154801,Celera
1154802,Celera
1154803,Celera
1154804,Celera
1154805,Celera
1154806,Celera
1154807,Celera
1154808,Celera
1154809,Celera
1154810,Celera
1154811,Celera
1154812,Celera
1154813,Celera
1154814,Celera
1154816,Celera
1154817,Celera
1154818,Celera
1154819,Celera
1154820,Celera
1154821,Celera
1154822,Celera
1154823,Celera
1154824,Celera
1154825,Celera
1154826,Celera
1154827,Celera
1154828,Celera
1154829,Celera
1154830,Celera
1154831,Celera
1154832,Celera
1154833,Celera
1154834,Celera
1154835,Celera
1154836,Celera
1154837,Celera
1154838,Celera
1154839,Celera
1154840,Celera
1154841,Celera
1154842,Celera
1154843,Celera
1154844,Celera
1154848,Celera
1154849,Celera
1154850,Celera
1154851,Celera
1154852,Celera
1154853,Celera
1154854,Celera
1154855,Celera
1154856,Celera
1154858,Celera
1154860,Celera
1154861,Celera
1154862,unknown
1154863,Celera
1154864,Celera
1154865,Celera
1154866,Celera
1154867,Celera
1154868,Celera
1154869,Celera
1154870,Celera
1154871,Celera
1154872,Celera
1154873,Celera
1154874,Celera
1154875,Celera
1154876,Celera
1154877,Celera
1154878,unknown
1154879,Celera
1154880,Celera
1154881,Celera
1154882,Celera
1154883,Celera
1154884,Celera
1154885,Celera
1154886,Celera
1154888,Celera
1154889,Celera
1154890,Celera
1154891,Celera
1154892,Celera
1154893,Celera
1154894,Celera
1154895,Celera
1154896,Celera
1154897,Celera
1154898,Celera
1154899,Celera
1154900,Celera
1154901,Celera
1154902,Celera
1154903,Celera
1154904,Celera
1154905,Celera
1154906,Celera
1154907,Celera
1154908,Celera
1154909,Celera
1154910,Celera
1154911,Celera
1154912,Celera
1154913,Celera
1154914,Celera
1154915,Celera
1154916,Celera
1154917,Celera
1154918,Celera
1154919,Celera
1154920,Celera
1154921,Celera
1154922,Celera
1154923,Celera
1154924,Celera
1154925,Celera
1154926,Celera
1154927,Celera
1154928,Celera
1154929,Celera
1154930,Celera
1154931,Celera
1154932,Celera
1154933,Celera
1154934,Celera
1154935,Celera
1154936,Celera
1154937,Celera
1154938,Celera
1154939,Celera
1154941,Celera
1154942,Celera
1154943,Celera
1154944,Celera
1154945,Celera
1154946,Celera
1154947,Celera
1154948,Celera
1154949,Celera
1154950,Celera
1154951,Celera
1154952,Celera
1154953,Celera
1154954,Celera
1154955,Celera
1154956,Celera
1154957,Celera
1154958,Celera
1154959,Celera
1154960,Celera
1154961,Celera
1154962,Celera
1154963,Celera
1154964,Celera
1154965,Celera
1154966,Celera
1154967,Celera
1154968,Celera
1154969,Celera
1154970,Celera
1154971,Celera
1154995,unknown
1155071,unknown
1155079,Newbler
1155084,unknown
1155096,unknown
1155130,Newbler
1155131,Newbler
1155132,Newbler
1155133,Newbler
1155134,Newbler
1155135,Newbler
11553,unknown
115541,NGEN
115545,SPAdes
115545,Velvet
115555,SOAPdenovo
115561,Newbler
1155689,unknown
1155714,Allpaths
1155714,Velvet
1155715,Allpaths
1155715,Velvet
1155716,Allpaths
1155716,Velvet
1155717,Allpaths
1155717,Velvet
1155718,Allpaths
1155718,Velvet
1155766,unknown
1155775,unknown
1155776,unknown
1155777,unknown
1155954,SOAPdenovo
1156394,Allpaths
1156395,Newbler
1156417,SOAPdenovo
1156431,unknown
1156433,unknown
1156551,Newbler
1156719,unknown
1156720,unknown
1156721,unknown
1156722,unknown
1156769,unknown
1156800,GS
1156841,Allpaths
1156841,Velvet
1156843,Allpaths
1156843,Velvet
1156844,Allpaths
1156844,Velvet
1156913,unknown
1156914,Velvet
1156915,Velvet
1156917,Velvet
1156918,MIRA
1156919,Mira
1156935,Mira
1156937,unknown
1156938,CLC
1156939,SOAPdenovo
1156940,unknown
1156986,Newbler
1156994,Allpaths
1156995,Allpaths
1156996,Allpaths
1156997,Allpaths
1156998,Allpaths
1156999,Allpaths
11569,unknown
1157000,Allpaths
1157001,Allpaths
1157002,Allpaths
1157003,Allpaths
1157004,Allpaths
1157005,Allpaths
1157006,Allpaths
1157007,Allpaths
1157008,Allpaths
1157009,Allpaths
1157010,Allpaths
1157011,Allpaths
1157012,Allpaths
1157013,Allpaths
1157014,Allpaths
1157015,Allpaths
1157016,Allpaths
1157017,Allpaths
1157018,Allpaths
1157019,Allpaths
1157020,Allpaths
1157021,Allpaths
1157022,Allpaths
1157023,Allpaths
1157024,Allpaths
1157025,Allpaths
1157026,Allpaths
1157027,Allpaths
1157028,Allpaths
1157029,Allpaths
1157030,Allpaths
1157031,Allpaths
1157032,Allpaths
1157033,Allpaths
1157034,velvet
1157035,Allpaths
1157036,Allpaths
1157037,Allpaths
1157038,Allpaths
1157039,Allpaths
115713,unknown
1157338,unknown
1157342,Allpaths
1157343,Allpaths
1157344,Allpaths
1157345,Allpaths
1157346,Allpaths
1157347,Allpaths
1157348,Allpaths
1157349,Allpaths
1157350,Allpaths
1157351,Allpaths
1157352,Allpaths
1157353,Allpaths
1157354,Allpaths
1157355,Allpaths
1157356,Allpaths
1157357,Allpaths
1157358,Allpaths
1157359,Allpaths
1157360,Allpaths
1157361,Allpaths
1157362,Allpaths
1157363,Allpaths
1157364,Allpaths
1157365,Allpaths
1157366,Allpaths
1157367,Allpaths
1157368,Allpaths
1157369,Allpaths
1157370,Allpaths
1157371,Allpaths
1157372,Allpaths
1157373,Allpaths
1157374,Allpaths
1157375,Allpaths
1157376,Allpaths
1157377,Allpaths
1157378,Allpaths
1157379,Allpaths
1157380,Allpaths
1157381,Allpaths
1157382,Allpaths
1157383,Allpaths
1157384,Allpaths
1157385,Allpaths
1157386,Allpaths
1157387,Allpaths
1157388,Allpaths
1157389,Allpaths
1157390,Allpaths
1157391,Allpaths
1157392,Allpaths
1157393,Allpaths
1157394,Allpaths
1157395,Allpaths
1157396,Allpaths
1157397,Allpaths
1157398,Allpaths
1157399,Allpaths
1157400,Allpaths
1157401,Allpaths
1157402,Allpaths
1157403,Allpaths
1157404,Allpaths
1157405,Allpaths
1157406,Allpaths
1157407,Allpaths
1157408,Allpaths
1157409,Allpaths
1157410,Allpaths
1157411,Allpaths
1157412,Allpaths
1157416,Allpaths
1157417,Allpaths
1157418,Allpaths
1157419,Allpaths
1157420,Allpaths
1157421,Allpaths
1157422,Allpaths
1157423,Allpaths
1157424,Allpaths
1157425,Allpaths
1157429,Allpaths
1157430,Allpaths
1157431,Allpaths
1157432,Allpaths
1157433,Allpaths
1157435,Allpaths
1157437,Allpaths
1157440,Allpaths
1157441,Allpaths
1157442,Allpaths
1157443,Allpaths
1157444,Allpaths
1157445,Allpaths
1157446,Allpaths
1157447,Allpaths
1157448,Allpaths
1157450,Allpaths
1157451,Allpaths
1157453,Allpaths
1157454,Allpaths
1157455,Allpaths
1157456,Allpaths
1157457,Allpaths
1157458,Allpaths
1157459,Allpaths
1157460,Allpaths
1157461,Allpaths
1157462,Allpaths
1157463,Allpaths
1157464,Allpaths
1157465,Allpaths
1157466,Allpaths
1157467,Allpaths
1157468,Allpaths
1157469,Allpaths
1157470,Allpaths
1157471,Allpaths
1157472,Allpaths
1157473,Allpaths
1157474,Allpaths
1157475,Allpaths
1157476,Allpaths
1157477,Allpaths
1157478,Allpaths
1157479,Allpaths
1157480,Allpaths
1157481,Allpaths
1157482,Allpaths
1157483,Allpaths
1157484,Allpaths
1157485,Allpaths
1157486,Allpaths
1157487,Allpaths
1157488,Allpaths
1157490,Velvet
1157632,Allpaths
1157632,Velvet
1157634,Allpaths
1157634,Velvet
1157635,Allpaths
1157635,Velvet
1157636,Allpaths
1157636,Velvet
1157637,Allpaths
1157637,Velvet
1157638,Allpaths
1157638,Velvet
1157639,Allpaths
1157639,Velvet
1157640,Allpaths
1157640,Velvet
1157641,unknown
1157708,Allpaths
