taxid,assembler
1423778,SOAPdenovo
1423779,SOAPdenovo
1423780,Newbler
1423780,SOAPdenovo
1423781,SOAPdenovo
1423782,SOAPdenovo
1423782,Velvet
1423783,Newbler
1423783,SOAPdenovo
1423783,newbler
1423784,SOAPdenovo
1423784,newbler
1423785,Newbler
1423785,SOAPdenovo
1423786,Newbler
1423786,SOAPdenovo
1423788,SOAPdenovo
1423789,SOAPdenovo
1423790,unknown
1423790,SOAPdenovo
1423791,SOAPdenovo
1423792,SOAPdenovo
1423794,SOAPdenovo
1423795,SOAPdenovo
1423796,SOAPdenovo
1423797,SOAPdenovo
1423798,unknown
1423798,SOAPdenovo
1423798,newbler
1423799,unknown
1423799,SOAPdenovo
1423800,SOAPdenovo
1423801,SOAPdenovo
1423802,SOAPdenovo
1423803,SOAPdenovo
1423803,newbler
1423804,Newbler
1423804,SOAPdenovo
1423805,SOAPdenovo
1423806,Newbler
1423806,SOAPdenovo
1423807,Newbler
1423807,SOAPdenovo
1423808,SOAPdenovo
1423809,SOAPdenovo
1423810,Newbler
1423810,SOAPdenovo
1423811,SOAPdenovo
1423812,SOAPdenovo
1423813,SOAPdenovo
1423814,unknown
1423814,SOAPdenovo
1423815,Newbler
1423815,SOAPdenovo
1423816,Newbler
1423816,SOAPdenovo
1423817,SOAPdenovo
1423818,SOAPdenovo
1423819,SOAPdenovo
1423820,SOAPdenovo
1423821,SOAPdenovo
1423822,Newbler
1423822,SOAPdenovo
1423823,unknown
1423823,SOAPdenovo
1423824,SOAPdenovo
1423827,Newbler
1423827,SOAPdenovo
1423828,SOAPdenovo
1423829,SOAPdenovo
1423830,SOAPdenovo
1423831,SOAPdenovo
1423833,Newbler
1423833,SOAPdenovo
1423886,SPAdes
1423889,Velvet
1423890,Velvet
1423891,unknown
1423892,unknown
1423893,Velvet
1423959,unknown
1423959,SPAdes
1423,CLC
1423,unknown
1423,Newbler
1423,RS
1423,Ray
1423,SOAPdenovo
1423,SPAdes
1423,Velvet
1423,a5-miseq
1424279,unknown
1424280,unknown
1424294,unknown
1424333,GapFiller
1424333,PAGIT
1424333,SSPACE
1424333,Velvet
1424334,SOAPdenovo
1424337,Velvet
1425335,Velvet
1425336,Velvet
1425337,Velvet
1425338,Velvet
1425339,Velvet
1425340,Velvet
1425362,unknown
1425363,unknown
1425364,unknown
142615,platanus
142661,unknown
1426844,unknown
1426,unknown
1426,Ray
1426,SOAPdenovo
1427156,unknown
1427157,unknown
1427177,Allpaths
1427178,Allpaths
1427179,Allpaths
1427180,Allpaths
1427181,Allpaths
1427182,Allpaths
1427183,Allpaths
1427185,Allpaths
1427186,Allpaths
1427187,Allpaths
1427188,Allpaths
1427189,Allpaths
1427190,Allpaths
1427191,Allpaths
1427192,Allpaths
1427193,Allpaths
1427194,Allpaths
1427195,Allpaths
1427196,Allpaths
1427197,Allpaths
1427199,Allpaths
1427200,Allpaths
1427202,Allpaths
1427203,Allpaths
1427204,Allpaths
1427205,Allpaths
1427206,Allpaths
1427207,Allpaths
1427208,Allpaths
1427209,Allpaths
1427210,Allpaths
1427211,Allpaths
1427212,Allpaths
1427213,Allpaths
1427214,Allpaths
1427215,Allpaths
1427216,Allpaths
1427217,Allpaths
1427218,Allpaths
1427219,Allpaths
1427221,Allpaths
1427222,Allpaths
1427223,Allpaths
1427224,Allpaths
1427225,Allpaths
1427226,Allpaths
1427227,Allpaths
1427228,Allpaths
1427229,Allpaths
1427230,Allpaths
1427231,Allpaths
1427232,Allpaths
1427233,Allpaths
1427234,Allpaths
1427235,Allpaths
1427236,Allpaths
1427237,Allpaths
1427238,Allpaths
1427239,Allpaths
1427240,Allpaths
1427241,Allpaths
1427242,Allpaths
1427243,Allpaths
1427244,Allpaths
1427245,Allpaths
1427246,Allpaths
1427248,Allpaths
1427249,Allpaths
1427250,Allpaths
1427251,Allpaths
1427252,Allpaths
1427253,Allpaths
1427254,Allpaths
1427255,Allpaths
1427256,Allpaths
1427257,Allpaths
1427258,Allpaths
1427259,Allpaths
1427260,Allpaths
1427261,Allpaths
1427262,Allpaths
1427264,Allpaths
1427265,Allpaths
1427266,Allpaths
1427268,Allpaths
1427269,Allpaths
1427270,Allpaths
1427271,Allpaths
1427272,Allpaths
1427273,Allpaths
1427274,Allpaths
1427275,Allpaths
1427276,Allpaths
1427277,Allpaths
1427278,Allpaths
1427279,Allpaths
1427280,Allpaths
1427281,Allpaths
1427282,Allpaths
1427283,Allpaths
1427285,Allpaths
1427286,Allpaths
1427287,Allpaths
1427288,Allpaths
1427289,Allpaths
1427290,Allpaths
1427291,Allpaths
1427292,Allpaths
1427293,Allpaths
1427294,Allpaths
1427295,Allpaths
1427296,Allpaths
1427297,Allpaths
1427298,Allpaths
1427299,Allpaths
1427300,Allpaths
1427301,Allpaths
1427302,Allpaths
1427303,Allpaths
1427304,Allpaths
1427305,Allpaths
1427306,Allpaths
1427307,Allpaths
1427308,Allpaths
1427309,Allpaths
1427310,Allpaths
1427311,Allpaths
1427312,Allpaths
1427313,Allpaths
1427314,Allpaths
1427315,Allpaths
1427316,Allpaths
1427317,Allpaths
1427318,Allpaths
1427319,Allpaths
1427320,Allpaths
1427321,Allpaths
1427322,Allpaths
1427323,Allpaths
1427324,Allpaths
1427325,Allpaths
1427327,Allpaths
1427329,Allpaths
1427330,Allpaths
1427331,Allpaths
1427332,Allpaths
1427333,Allpaths
1427342,unknown
1427364,unknown
1427365,CLC
1427366,unknown
1427368,SOAPdenovo
1427369,unknown
1427370,SOAPdenovo
1427371,SOAPdenovo
1427374,unknown
1427375,Velvet
1427391,IDBA-UD
1427476,unknown
1427503,CISA
1427503,Newbler
1427503,SPAdes
1427516,unknown
1427517,unknown
1427518,unknown
1427523,SPAdes
1427749,GS
1427985,MIRA
1428189,unknown
1428342,unknown
1428410,Newbler
1428411,Newbler
1428412,Newbler
1428413,Newbler
1428414,Newbler
1428415,SOAPdenovo
1428416,Newbler
1428418,Newbler
1428419,Newbler
1428420,Newbler
1428421,SOAPdenovo
1428422,Newbler
1428423,SOAPdenovo
1428424,SOAPdenovo
1428425,SOAPdenovo
1428426,SOAPdenovo
1428427,SOAPdenovo
1428428,SOAPdenovo
1428429,SOAPdenovo
142842,unknown
1428430,SOAPdenovo
1428431,Newbler
1428432,SOAPdenovo
1428433,SOAPdenovo
1428434,SOAPdenovo
1428435,SOAPdenovo
1428436,SOAPdenovo
1428437,Newbler
1428438,SOAPdenovo
1428439,SOAPdenovo
142843,unknown
1428440,SOAPdenovo
1428441,SOAPdenovo
1428442,Newbler
1428443,SOAPdenovo
1428444,Newbler
1428445,Newbler
1428448,CLC
1428449,CLC
1428452,unknown
1428454,unknown
1428456,unknown
1428620,CLC
1428624,GS
1428626,CLC
1428628,CLC
1428644,CLC
1428652,CLC
1428657,CLC
1428,A5
1428,ABySS
1428,CLC
1428,unknown
1428,Newbler
1428,SOAPdenovo
1428,SPAdes
1428,Velvet
1429043,CLC
1429044,unknown
1429046,CLC
1429083,unknown
1429083,SPAdes
1429244,unknown
1429399,unknown
1429758,unknown
1429759,unknown
1429767,unknown
1429768,unknown
1429791,unknown
1429793,unknown
1429794,unknown
1429851,GS
1429873,CLCBio
1429874,A5
1429875,A5
1429876,A5
1429877,A5
1429878,A5
1429879,A5
1429880,A5
1429881,A5
1429882,A5
1429883,CLCBio
1429884,CLCBio
1429886,Newbler
1429887,Newbler
1429888,Spades
1429889,CLC
1429903,unknown
1429904,unknown
1429905,unknown
1429912,unknown
1429916,SPAdes
1429917,CLC
1430326,SPAdes
1430331,SPAdes
1430411,unknown
1430429,CLC
1430430,CLC
1430431,CLC
1430432,CLC
1430433,CLC
1430434,CLC
1430435,CLC
1430436,CLC
1430437,CLC
1430438,CLC
1430439,CLC
1430440,unknown
1430444,unknown
1430884,Newbler
1430896,unknown
1430898,SOAPdenovo
1430899,Velvet
1430,ABySS
1430,CLC
1431338,unknown
1431339,unknown
1431395,unknown
1431450,unknown
1431453,MIRA
1431454,Velvet
1431455,Velvet
1431464,unknown
1431546,unknown
1431547,unknown
1431688,Newbler
1431713,MIRA
1432046,CLC
1432047,CLC
1432048,CLC
1432049,unknown
1432050,unknown
1432052,SPAdes
1432055,PAGIT
1432055,SOPRA
1432055,SPAdes
1432055,SSPACE
1432056,unknown
1432057,GS
1432058,Velvet
1432059,unknown
1432060,unknown
1432061,unknown
1432062,SOAPdenovo
1432097,CLC
1432135,unknown
143221,CLC
143221,unknown
143221,Newbler
143221,SPAdes
143223,unknown
143224,unknown
143224,Unknown
1432548,unknown
1432549,unknown
1432562,MaSuRCA
1432563,unknown
1432565,unknown
1432652,unknown
1432656,unknown
1432657,Newbler
1432658,unknown
1432788,SPAdes
1432847,unknown
1432848,unknown
1432856,unknown
1432857,unknown
1432,ABySS
143302,Allpaths
1433126,unknown
1433129,unknown
1433131,unknown
1433144,unknown
1433285,Newbler
1433287,unknown
1433288,ABySS
1433288,Velvet
1433289,Velvet
1433290,Velvet
1433291,Velvet
1433844,Velvet
143387,SPAdes
1433,ABySS
1433,a5-miseq
1434070,unknown
1434099,unknown
1434100,unknown
1434102,unknown
1434103,unknown
1434104,unknown
1434106,unknown
1434107,unknown
1434108,unknown
1434109,unknown
1434110,unknown
1434111,unknown
1434113,unknown
1434114,unknown
1434115,unknown
1434117,unknown
1434118,unknown
1434120,unknown
1434123,unknown
1434128,Velvet
1434129,Velvet
1434130,Velvet
1434131,Velvet
1434132,Velvet
1434133,Velvet
1434134,Velvet
1434135,Velvet
1434136,Velvet
1434137,Velvet
1434138,Velvet
1434139,Velvet
1434140,Velvet
1434141,Velvet
1434142,Velvet
1434143,Velvet
1434144,Velvet
1434145,Velvet
1434146,Velvet
1434147,Velvet
1434148,Velvet
1434149,Velvet
1434150,Velvet
1434151,Velvet
1434152,Velvet
1434153,Velvet
1434154,Velvet
1434155,Velvet
1434156,Velvet
1434157,Velvet
1434158,Velvet
1434159,Velvet
1434160,Velvet
1434161,Velvet
1434162,Velvet
1434163,Velvet
1434164,Velvet
1434165,Velvet
1434166,Velvet
1434167,Velvet
1434168,Velvet
1434169,Velvet
1434170,Velvet
1434171,Velvet
1434172,Velvet
1434173,Velvet
1434174,Velvet
1434175,Velvet
1434176,Velvet
1434177,Velvet
1434178,Velvet
1434179,Velvet
1434180,Velvet
1434181,Velvet
1434182,Velvet
1434183,Velvet
1434184,Velvet
1434185,Velvet
1434186,Velvet
1434192,Allpaths
1434192,Newbler
1434192,Velvet
1434192,phredPhrap
1434193,Allpaths
1434193,Newbler
1434193,Velvet
1434193,phredPhrap
1434194,Allpaths
1434194,Newbler
1434194,Velvet
1434194,phredPhrap
1434195,Allpaths
1434195,Newbler
1434195,Velvet
1434195,phredPhrap
1434196,Allpaths
1434196,Newbler
1434196,Velvet
1434196,phredPhrap
1434197,Allpaths
1434197,Newbler
1434197,Velvet
1434197,phredPhrap
1434198,Allpaths
1434198,Newbler
1434198,Velvet
1434198,phredPhrap
1434199,Allpaths
1434199,Newbler
1434199,Velvet
1434199,phredPhrap
1434200,Allpaths
1434200,Newbler
1434200,Velvet
1434200,phredPhrap
1434201,Allpaths
1434201,Newbler
1434201,Velvet
1434201,phredPhrap
1434202,Allpaths
1434202,Newbler
1434202,Velvet
1434202,phredPhrap
1434203,Allpaths
1434203,Newbler
1434203,Velvet
1434203,phredPhrap
1434204,Allpaths
1434204,Newbler
1434204,Velvet
1434204,phredPhrap
1434205,Allpaths
1434205,Newbler
1434205,Velvet
1434205,phredPhrap
1434206,Allpaths
1434206,Newbler
1434206,Velvet
1434206,phredPhrap
1434207,Allpaths
1434207,Newbler
1434207,Velvet
1434207,phredPhrap
1434208,Allpaths
1434208,Newbler
1434208,Velvet
1434208,phredPhrap
1434209,Allpaths
1434209,Newbler
1434209,Velvet
1434209,phredPhrap
1434210,Allpaths
1434210,Newbler
1434210,Velvet
1434210,phredPhrap
1434211,Allpaths
1434211,Newbler
1434211,Velvet
1434211,phredPhrap
1434212,Newbler
1434214,unknown
1434215,unknown
1434232,Celera
1434232,Newbler
1434255,CLC
1434258,Velvet
1434259,Velvet
1434260,Velvet
1434262,Velvet
1434263,Velvet
1434264,Velvet
1434265,Velvet
1434267,Mira
1434306,unknown
1434319,unknown
1434321,Velvet
1434323,unknown
1434324,unknown
1434325,SOAPdenovo
1434652,SOAPdenovo
1434653,SOAPdenovo
1434654,SOAPdenovo
1434655,SOAPdenovo
1434656,SOAPdenovo
1434657,SOAPdenovo
1434700,unknown
1434701,unknown
1434752,SOAPdenovo
1434770,unknown
1434773,unknown
1434821,CLC
1434822,unknown
1434829,unknown
1434831,unknown
1434837,unknown
1434839,unknown
1434841,unknown
1434842,unknown
1434844,unknown
1434925,IDBA
1434926,IDBA
1434927,Allpaths
1434927,Newbler
1434927,Velvet
1434927,phredPhrap
1434928,IDBA
1434930,IDBA
1434931,IDBA
1434932,IDBA
1435008,unknown
1435036,unknown
1435038,Velevt
1435039,Velevt
1435040,Velevt
1435044,unknown
1435045,unknown
1435048,IDBA
1435049,IDBA
1435050,IDBA
1435051,MIRA
1435052,MIRA
1435053,MIRA
1435054,MIRA
1435055,MIRA
1435056,unknown
1435057,unknown
1435058,unknown
1435068,SOAPdenovo
1435069,unknown
1435146,GS
1435296,Velvet
1435349,SOAPdenovo
1435356,unknown
1435357,Velvet
1435359,Velvet
1435360,Velvet
1435361,Velvet
1435362,IDBA
1435363,IDBA
1435364,IDBA
1435365,unknown
1435367,Allpaths
1435367,Newbler
1435367,Velvet
1435367,phredPhrap
1435369,Allpaths
1435369,Newbler
1435369,Velvet
1435369,phredPhrap
1435370,Allpaths
1435370,Newbler
1435370,Velvet
1435370,phredPhrap
1435371,CA
1435371,IDBA
1435372,unknown
1435373,IDBA
1435374,Velvet
1435375,Edna
1435411,unknown
1435425,Velvet
1435446,unknown
1435450,unknown
1435457,unknown
1435461,unknown
1435463,SOAPdenovo
1435464,SOAPdenovo
1435485,unknown
1435497,unknown
1435972,ABySS
1435972,Velvet
1435973,SOAPdenovo
1435974,Velvet
1435981,ABySS
1435981,Velvet
1435982,Allpaths
1435982,Newbler
1435982,Velvet
1435982,phredPhrap
1435983,Newbler
1435983,Velvet
1435983,phredPhrap
1435984,unknown
1435985,Newbler
1435985,Velvet
1435985,phredPhrap
1435986,Newbler
1435986,Velvet
1435986,phredPhrap
1435987,Allpaths
1435987,Newbler
1435987,Velvet
1435987,phredPhrap
1435989,Allpaths
1435989,Newbler
1435989,Velvet
1435989,phredPhrap
1435990,Allpaths
1435990,Newbler
1435990,Velvet
1435990,phredPhrap
1435991,Newbler
1435991,Velvet
1435991,phredPhrap
1435992,Allpaths
1435992,Newbler
1435992,Velvet
1435992,phredPhrap
1435993,Allpaths
1435993,Newbler
1435993,Velvet
1435993,phredPhrap
1435994,unknown
1435995,Allpaths
1435995,Newbler
1435995,Velvet
1435995,phredPhrap
1435996,Allpaths
1435996,Newbler
1435996,Velvet
1435996,phredPhrap
1435997,Newbler
1435997,Velvet
1435997,phredPhrap
1436000,SOAPdenovo
1436001,Velvet
1436040,Newbler
1436135,CLC
1436137,CLC
1436299,unknown
1436301,SOAPdenovo
1436302,SOAPdenovo
1436723,SeqMan
1436725,ABySS
1436725,Velvet
1436885,MIRA
1436889,unknown
1436891,unknown
1436892,unknown
1436999,Newbler
1436999,Velvet
1436999,phredPhrap
1437000,unknown
1437001,Newbler
1437001,Velvet
1437001,phredPhrap
1437002,Allpaths
1437002,Newbler
1437002,Velvet
1437002,phredPhrap
1437003,Allpaths
1437003,Newbler
1437003,Velvet
1437003,phredPhrap
1437004,Allpaths
1437004,Newbler
1437004,Velvet
1437004,phredPhrap
1437005,Newbler
1437005,Velvet
1437005,phredPhrap
1437006,Newbler
1437007,unknown
1437008,unknown
1437059,SPAdes
1437068,Newbler
1437068,Sspace
1437360,unknown
1437363,unknown
1437364,unknown
1437425,unknown
1437443,Newbler
1437447,unknown
1437448,Velvet
1437449,SOAPdenovo
1437449,Velvet
1437453,unknown
1437453,SOAPdenovo
1437453,Velvet
1437523,CLC
1437594,SOAPdenovo
1437595,SOAPdenovo
1437596,SOAPdenovo
1437597,SOAPdenovo
1437599,SOAPdenovo
1437600,SOAPdenovo
1437601,SOAPdenovo
1437602,SOAPdenovo
1437603,Mira
1437603,SOAPdenovo
1437605,Mira
1437605,unknown
1437605,SOAPdenovo
1437606,Mira
1437606,SOAPdenovo
1437607,Mira
1437607,SOAPdenovo
1437608,Mira
1437608,SOAPdenovo
1437609,Mira
1437609,SOAPdenovo
1437610,Mira
1437610,SOAPdenovo
1437611,Mira
1437611,SOAPdenovo
1437612,Mira
1437612,SOAPdenovo
1437818,unknown
1437823,unknown
1437824,unknown
1437838,unknown
1437839,unknown
1437856,unknown
1437872,GS
1437873,Ray
1437874,unknown
1437875,unknown
1437876,SOAPdenovo
1437877,CLC
1437877,unknown
1437882,Newbler
143794,ABySS
1438668,Allpaths
1438669,Allpaths
1438670,Allpaths
1438671,Allpaths
1438672,Allpaths
1438673,Allpaths
1438674,Allpaths
1438675,Allpaths
1438676,Allpaths
1438677,Allpaths
1438678,Allpaths
1438679,Allpaths
1438680,Allpaths
1438681,Allpaths
1438682,Allpaths
1438683,Allpaths
1438684,Allpaths
1438685,Allpaths
1438686,Allpaths
1438687,Allpaths
1438688,Allpaths
1438689,Allpaths
1438691,Allpaths
1438693,Allpaths
1438694,Allpaths
1438695,Allpaths
1438696,Allpaths
1438697,Allpaths
1438698,Allpaths
1438699,Allpaths
1438700,Allpaths
1438701,Allpaths
1438702,Allpaths
1438703,Allpaths
1438704,Allpaths
1438705,Allpaths
1438706,Allpaths
1438708,Allpaths
1438709,Allpaths
1438711,Allpaths
1438712,Allpaths
1438713,Allpaths
1438714,Allpaths
1438715,Allpaths
1438717,Allpaths
1438718,Allpaths
1438719,Allpaths
1438720,Allpaths
1438722,Allpaths
1438723,Allpaths
1438724,Allpaths
1438725,Allpaths
1438726,Allpaths
1438727,Allpaths
1438728,Allpaths
1438729,Allpaths
1438730,Allpaths
1438731,Allpaths
1438732,Allpaths
1438733,Allpaths
1438734,Allpaths
1438735,Allpaths
1438736,Allpaths
1438737,Allpaths
1438738,Allpaths
1438739,Allpaths
1438740,Allpaths
1438741,Allpaths
1438742,Allpaths
1438743,Allpaths
1438744,Allpaths
1438745,Allpaths
1438746,Allpaths
1438747,Allpaths
1438748,Allpaths
1438749,Allpaths
1438750,Allpaths
1438751,Allpaths
1438752,Allpaths
1438753,Allpaths
1438754,Allpaths
1438755,Allpaths
1438756,Allpaths
1438757,Allpaths
1438758,Allpaths
1438759,Allpaths
1438760,Allpaths
1438761,Allpaths
1438762,Allpaths
1438763,Allpaths
1438764,Allpaths
1438765,Allpaths
1438766,Allpaths
1438767,Allpaths
1438768,unknown
1438769,Allpaths
1438770,Allpaths
1438771,Allpaths
1438772,Allpaths
1438773,Allpaths
1438774,Allpaths
1438775,Allpaths
1438776,Allpaths
1438777,Allpaths
1438778,Allpaths
1438779,Allpaths
1438780,Allpaths
1438781,Allpaths
1438782,Allpaths
1438783,Allpaths
1438784,HGAP
1438785,Allpaths
1438786,Allpaths
1438787,Allpaths
1438788,Allpaths
1438789,Allpaths
1438790,Allpaths
1438791,Allpaths
1438792,Allpaths
1438793,Allpaths
1438794,Allpaths
1438795,Allpaths
1438796,Allpaths
1438797,Allpaths
1438798,Allpaths
1438799,Allpaths
1438800,Allpaths
1438801,Allpaths
1438802,Allpaths
1438803,Allpaths
1438804,Allpaths
1438805,Allpaths
1438806,Allpaths
1438807,Allpaths
1438808,Allpaths
1438809,Allpaths
1438810,Allpaths
1438811,Allpaths
1438822,Allpaths
1438823,Allpaths
1438824,Allpaths
1438825,Allpaths
1438826,Allpaths
1438827,Allpaths
1438828,Allpaths
1438829,Allpaths
1438832,Allpaths
1438833,Allpaths
1438834,Allpaths
1438835,Allpaths
1438836,Allpaths
1438837,Allpaths
1438838,Allpaths
1438839,Allpaths
1438840,Allpaths
1438841,Allpaths
1438842,Allpaths
1438843,Allpaths
1438844,Allpaths
1438845,Allpaths
1438846,Allpaths
1438847,Allpaths
1438848,Allpaths
1438849,Allpaths
1438850,Allpaths
1438851,Allpaths
1438852,Allpaths
1438853,Allpaths
1438854,Allpaths
1438856,Allpaths
1438858,Allpaths
1438859,Allpaths
1438860,Allpaths
1438861,Allpaths
1438862,Allpaths
1438863,Allpaths
1438864,Allpaths
1438865,Allpaths
1438866,Allpaths
1438867,Allpaths
1438868,Allpaths
1438869,Allpaths
1438870,Allpaths
1438871,Allpaths
1438872,Allpaths
1438873,Allpaths
1438874,Allpaths
1438877,Allpaths
1438878,Allpaths
1438879,Allpaths
1438881,Allpaths
1438884,Allpaths
1438887,Allpaths
1438890,Allpaths
1438892,Allpaths
1438987,Allpaths
1438988,Allpaths
1438989,Allpaths
1438990,Allpaths
1438991,Allpaths
1438993,Allpaths
1438994,Allpaths
1438995,Allpaths
1438996,Allpaths
1438997,Allpaths
1438999,Allpaths
1439000,Allpaths
1439001,Allpaths
1439002,Allpaths
1439004,Allpaths
1439006,Allpaths
1439008,Allpaths
1439010,Allpaths
1439011,Allpaths
1439012,Allpaths
1439013,Allpaths
1439014,Allpaths
1439015,Allpaths
1439016,Allpaths
1439017,Allpaths
1439026,Allpaths
1439027,Allpaths
1439028,Allpaths
1439029,Allpaths
1439033,Allpaths
1439042,Allpaths
1439043,Allpaths
1439047,Allpaths
1439048,Allpaths
1439055,Allpaths
1439056,Allpaths
1439057,Allpaths
1439059,Allpaths
1439060,Allpaths
1439064,Allpaths
1439066,Allpaths
1439067,Allpaths
1439068,Allpaths
1439070,Allpaths
1439071,Allpaths
1439072,Allpaths
1439073,Allpaths
1439074,Allpaths
1439075,Allpaths
1439076,Allpaths
1439077,Allpaths
1439079,Allpaths
1439080,Allpaths
1439090,Allpaths
1439091,Allpaths
1439095,Allpaths
1439106,Allpaths
1439107,Allpaths
1439109,Allpaths
1439111,Allpaths
1439115,Allpaths
1439118,Allpaths
1439120,Allpaths
1439122,Allpaths
1439123,Allpaths
1439127,Allpaths
1439132,Allpaths
1439133,Allpaths
1439134,Allpaths
1439135,Allpaths
1439136,Allpaths
1439137,Allpaths
1439141,Allpaths
1439144,Allpaths
1439146,Allpaths
1439147,Allpaths
1439149,Allpaths
1439150,Allpaths
1439151,Allpaths
1439152,Allpaths
1439153,Allpaths
1439157,Allpaths
1439158,Allpaths
1439159,Allpaths
1439161,Allpaths
1439162,Allpaths
1439163,Allpaths
1439165,Allpaths
1439167,Allpaths
1439168,Allpaths
1439169,Allpaths
1439170,Allpaths
1439176,Allpaths
1439178,Allpaths
1439180,Allpaths
1439181,Allpaths
1439182,Allpaths
1439183,Allpaths
1439185,Allpaths
1439187,Allpaths
1439188,Allpaths
1439190,Allpaths
1439191,Allpaths
1439192,Allpaths
1439193,Allpaths
1439194,Allpaths
1439196,Allpaths
1439197,Allpaths
1439204,Allpaths
1439205,Allpaths
1439207,Allpaths
1439208,Allpaths
1439209,Allpaths
1439210,Allpaths
1439211,Allpaths
1439212,Allpaths
1439213,Allpaths
1439214,Allpaths
1439215,Allpaths
1439216,Allpaths
1439217,Allpaths
1439218,Allpaths
1439219,Allpaths
1439220,Allpaths
1439221,Allpaths
1439223,Allpaths
1439224,Allpaths
1439225,Allpaths
1439228,Allpaths
1439229,Allpaths
1439236,Allpaths
1439243,Allpaths
1439245,Allpaths
1439246,Allpaths
1439258,Allpaths
1439259,Allpaths
1439260,Allpaths
1439261,Allpaths
1439262,Allpaths
1439264,Allpaths
1439268,Allpaths
1439271,Allpaths
1439272,Allpaths
1439273,Allpaths
1439274,Allpaths
1439275,Allpaths
1439276,Allpaths
1439277,Allpaths
1439283,Allpaths
1439284,Allpaths
1439285,Allpaths
1439286,Allpaths
1439287,Allpaths
1439288,Allpaths
1439289,Allpaths
1439294,Allpaths
1439299,Allpaths
1439300,Allpaths
1439303,Allpaths
1439309,Allpaths
1439310,Allpaths
1439314,Allpaths
1439316,Allpaths
1439317,Allpaths
1439318,Allpaths
1439319,Allpaths
1439320,Allpaths
1439321,Allpaths
1439322,Allpaths
1439323,Allpaths
1439324,Allpaths
1439325,Allpaths
1439326,Allpaths
1439328,Allpaths
1439329,Allpaths
1439330,Allpaths
1439331,Allpaths
1439369,unknown
143948,AllPathsLG
1439726,Newbler
1439831,CLC
1439832,CLC
1439833,CLC
1439834,CLC
1439835,CLC
1439836,CLC
1439837,CLC
1439838,CLC
1439839,CLC
1439840,CLC
1439844,CLC
1439847,CLC
1439848,CLC
1439849,CLC
1439850,CLC
1439851,CLC
1439852,unknown
1439854,unknown
1439855,unknown
1439856,IDBA
1439857,IDBA
1439858,IDBA
1439859,IDBA
1439860,IDBA
1439861,IDBA
1439874,Velevt
1439894,unknown
143995,SOAPdenovo
1440010,CLC
1440011,CLC
1440012,CLC
1440013,CLC
1440014,CLC
1440015,CLC
1440016,CLC
1440017,CLC
1440018,CLC
1440019,CLC
1440020,CLC
1440021,CLC
1440022,CLC
1440023,CLC
1440024,CLC
1440025,CLC
1440026,CLC
1440027,CLC
1440028,CLC
1440029,CLC
1440030,CLC
1440031,CLC
1440032,CLC
1440033,CLC
1440034,CLC
1440035,CLC
1440036,CLC
1440037,CLC
1440038,CLC
1440042,CLC
1440052,unknown
1440053,IDBA
1440054,CLC
1440056,A5-miseq
1440058,Newbler
1440059,Newbler
1440060,CLC
1440061,CLC
1440062,CLC
1440063,CLC
1440064,CLC
1440170,unknown
144034,CABOG
1440762,CLC
1440763,CLC
1440766,CLC
1440768,Velvet
1440769,Velvet
1440770,Velvet
1440771,Velvet
1440773,SOAPdenovo
1440774,RS
1440775,Velvet
1440776,CLC
1440,ABySS
1440,unknown
1441095,unknown
1441379,unknown
1441384,HGAP2
1441459,HGAP
1441459,SMRT
1441469,ALLPATHS-LG
1441607,CLC
1441609,CLC
1441610,CLC
1441611,CLC
1441612,CLC
1441627,unknown
1441628,unknown
1441629,unknown
1441714,SPAdes
1441730,GS
1441732,Velvet
1441733,Velvet
1441734,Velvet
1441735,Velvet
1441736,Velvet
1441737,Velvet
1441796,unknown
1441799,unknown
1441800,unknown
144183,SPAdes
1441923,GS
1441925,BWA
1441926,BWA
1441927,BWA
1441928,CLC
1441930,CLC
1441930,unknown
144197,ALLPATHS-LG
1441,Allpaths
1441,unknown
1441,Newbler
1441,Velvet
1441,hgap
1441,phrap
1442136,unknown
1442368,Allpaths
1442369,Allpaths
1442370,Allpaths
1442371,Allpaths
1442594,unknown
1442598,ABySS
1442599,CLC
1442601,SOAPdenovo
1442602,CLC
1442604,Newbler
1442605,Newbler
1442606,Newbler
1442607,Newbler
1442,ABySS
1442,unknown
1443105,SOAPdenovo
1443109,MIRA
1443109,SPAdes
1443111,CLC
1443112,CLC
1443114,MIRA
1443114,SPAdes
1443115,MIRA
1443115,SPAdes
1443116,MIRA
1443116,SPAdes
1443117,MIRA
1443117,SPAdes
1443118,Newbler
1443119,Newbler
1443120,Newbler
1443121,Newbler
1443122,MIRA
1443123,MIRA
1443123,SPAdes
1443124,MIRA
1443124,SPAdes
1443125,Newbler
1443126,Newbler
1443127,MIRA
1443127,SPAdes
1443128,MIRA
1443276,CLC
1443435,Newbler
1443441,SOAPdenovo
1443665,SOAPdenovo
1443666,unknown
1443888,Velvet
1443889,Velvet
1443890,Velvet
1443891,Velvet
1443892,Velvet
1443893,Velvet
1443894,Velvet
1443895,Velvet
1443896,Velvet
1443897,Velvet
1443898,Velvet
1443899,Velvet
1443900,Velvet
1443901,Velvet
1443902,Velvet
1443903,Velvet
1443905,Velvet
1443910,unknown
1443941,Geneious
1443993,unknown
1443995,Spades
1444036,MaSuRCA
1444037,MaSuRCA
1444038,MaSuRCA
1444039,MaSuRCA
1444040,MaSuRCA
