counts[1028729][CLCBio] = 1
counts[1037660][Allpaths-LG] = 1
counts[1041607][N/A] = 1
counts[1043004][Allpaths-LG] = 1
counts[1043005][AllPaths-LG] = 1
counts[1064592][N/A] = 1
counts[1069680][ALLPATHS] = 1
counts[1071378][N/A] = 1
counts[1071380][N/A] = 1
counts[1071381][N/A] = 1
counts[1071382][N/A] = 1
counts[1072389][Newbler] = 1
counts[1076696][Velvet] = 1
counts[1080349][AllPaths] = 1
counts[1081104][SOAPdenovo] = 1
counts[1093141][Newbler] = 1
counts[1093141][Velvet] = 1
counts[110365][Newbler] = 1
counts[1116229][GS] = 1
counts[1120755][GS] = 1
counts[1120755][PCR] = 1
counts[1120755][fosmid] = 1
counts[1120755][manual] = 1
counts[1120755][mapping] = 1
counts[112090][allpaths] = 1
counts[1130832][SOAPdenovo] = 1
counts[1133968][N/A] = 1
counts[1136231][N/A] = 1
counts[1156394][ALLPATHS] = 1
counts[1168221][ALLPATHS] = 1
counts[1170230][SOAPdenovo] = 1
counts[1178016][N/A] = 1
counts[1182541][allpaths] = 1
counts[1182542][allpaths] = 1
counts[1182543][N/A] = 1
counts[1182544][allpaths] = 1
counts[1182545][allpaths] = 1
counts[1186058][GS] = 1
counts[1213859][SOAPdenovo] = 1
counts[1220924][allpaths] = 1
counts[1229662][Newbler] = 1
counts[1230383][N/A] = 1
counts[1237626][allpaths] = 1
counts[1257118][Newbler] = 1
counts[1257118][Velvet] = 1
counts[1263415][Newbler] = 1
counts[126793][N/A] = 1
counts[1276141][SOAPdenovo] = 1
counts[1276143][SOAPdenovo] = 1
counts[1277687][Newbler] = 1
counts[1279043][allpaths] = 1
counts[1284197][Newbler] = 1
counts[1286976][CLC] = 1
counts[1287680][CLC] = 1
counts[1287681][CLC] = 1
counts[1295528][allpaths] = 1
counts[1295533][allpaths] = 1
counts[1296096][allpaths] = 1
counts[1296100][allpaths] = 1
counts[1296121][allpaths] = 1
counts[1296122][allpaths] = 1
counts[12968][N/A] = 1
counts[1299270][SOAPdenovo] = 1
counts[1305764][N/A] = 1
counts[1328760][Allpaths-LG] = 1
counts[1344418][Allpaths-LG] = 1
counts[1354746][Ray] = 1
counts[13642][N/A] = 1
counts[1365824][SSPACE] = 1
counts[1365824][Velvet] = 1
counts[1367422][SPAdes] = 1
counts[1380566][Allpaths-LG] = 1
counts[1381753][Newbler] = 1
counts[1397361][Newbler] = 1
counts[1408163][Celera] = 1
counts[1408657][Abyss] = 1
counts[1408657][Spades] = 2
counts[1408658][N/A] = 1
counts[1410327][PCAP4] = 1
counts[1410327][Platanus] = 1
counts[1441469][ALLPATHS-LG] = 1
counts[1442368][allpaths] = 1
counts[1442369][allpaths] = 1
counts[1442370][allpaths] = 1
counts[1442371][allpaths] = 1
counts[1445577][Velvet] = 1
counts[1460663][Allpaths-LG] = 1
counts[1485682][Geneious] = 1
counts[1485682][Ray] = 1
counts[1485682][Velvet] = 1
counts[149040][Allpaths-LG] = 1
counts[1509407][Newbler] = 1
counts[157072][allpaths] = 1
