counts[157538][Newbler] = 1
counts[1664694][SPAdes] = 1
counts[184922][N/A] = 1
counts[185431][N/A] = 1
counts[208452][N/A] = 1
counts[212818][allpaths] = 1
counts[214684][N/A] = 1
counts[215243][allpaths] = 1
counts[222929][N/A] = 1
counts[227321][N/A] = 1
counts[229533][N/A] = 1
counts[235443][N/A] = 1
counts[236234][CLC] = 1
counts[237561][N/A] = 1
counts[237631][Arachne] = 1
counts[240176][N/A] = 1
counts[242507][N/A] = 1
counts[246410][N/A] = 1
counts[253628][allpaths] = 1
counts[261658][Newbler] = 1
counts[261658][STADEN] = 1
counts[27334][SOAPdenovo] = 1
counts[280463][Arachne] = 1
counts[283643][N/A] = 1
counts[284590][N/A] = 1
counts[284591][N/A] = 1
counts[284592][N/A] = 1
counts[284593][N/A] = 1
counts[284811][N/A] = 1
counts[284812][N/A] = 1
counts[284813][N/A] = 1
counts[294381][N/A] = 1
counts[294746][N/A] = 1
counts[294747][N/A] = 1
counts[296543][N/A] = 1
counts[306901][N/A] = 1
counts[306902][N/A] = 1
counts[312017][Celera] = 1
counts[31271][N/A] = 1
counts[321614][N/A] = 1
counts[322104][N/A] = 1
counts[330879][N/A] = 1
counts[331117][N/A] = 1
counts[33203][Allpaths-LG] = 1
counts[332648][N/A] = 1
counts[332952][N/A] = 1
counts[333668][N/A] = 1
counts[334819][N/A] = 1
counts[336722][JAZZ] = 1
counts[336963][N/A] = 1
counts[339724][N/A] = 1
counts[341663][N/A] = 1
counts[342668][CLC] = 1
counts[344612][N/A] = 1
counts[347515][N/A] = 1
counts[348802][allpaths] = 1
counts[352472][N/A] = 1
counts[352914][N/A] = 1
counts[353151][N/A] = 1
counts[353152][N/A] = 1
counts[353153][N/A] = 1
counts[36329][N/A] = 1
counts[367110][Arachne] = 1
counts[367775][N/A] = 1
counts[370354][N/A] = 1
counts[370355][Celera] = 1
counts[379508][N/A] = 1
counts[383855][Arachne] = 1
counts[398673][N/A] = 1
counts[402676][Arachne] = 1
counts[403677][N/A] = 1
counts[412030][N/A] = 1
counts[412133][N/A] = 1
counts[413071][phredPhrap] = 1
counts[418459][N/A] = 1
counts[420245][N/A] = 1
counts[423536][N/A] = 1
counts[425011][N/A] = 1
counts[425265][N/A] = 1
counts[426418][N/A] = 1
counts[426428][N/A] = 1
counts[431241][N/A] = 1
counts[435258][N/A] = 1
counts[436907][N/A] = 1
counts[44056][JAZZ] = 1
counts[441375][N/A] = 1
counts[441959][N/A] = 1
counts[441960][N/A] = 1
counts[44415][N/A] = 1
counts[452589][phredPhrap] = 1
counts[45286][N/A] = 1
counts[460523][Newbler] = 1
counts[461836][Arachne] = 1
counts[481877][N/A] = 1
counts[483514][Arachne] = 1
counts[484906][N/A] = 1
counts[486041][N/A] = 1
counts[4909][N/A] = 1
counts[4950][N/A] = 1
counts[498019][Newbler] = 1
counts[498019][SSPACE-STANDARD] = 1
counts[498257][N/A] = 1
counts[500485][N/A] = 1
counts[502779][Pilon] = 1
counts[502780][Pilon] = 1
counts[508771][Celera] = 1
counts[510516][N/A] = 1
counts[510951][Newbler] = 1
counts[51315][N/A] = 1
counts[515849][N/A] = 1
counts[526221][N/A] = 1
counts[535722][Arachne] = 1
counts[54757][allpaths] = 1
counts[554155][N/A] = 1
counts[556484][N/A] = 1
counts[559292][N/A] = 1
counts[559295][N/A] = 1
counts[559298][Unknown] = 1
counts[559305][N/A] = 1
counts[559307][N/A] = 1
counts[5599][Allpaths-LG] = 1
counts[561896][N/A] = 1
counts[563466][CLC] = 1
counts[5661][N/A] = 1
counts[5679][N/A] = 1
counts[569365][allpaths] = 1
counts[572307][N/A] = 1
counts[573729][N/A] = 1
counts[573826][N/A] = 1
counts[578455][N/A] = 1
counts[578456][Arachne] = 1
counts[578457][Arachne] = 1
counts[578458][Arachne] = 1
counts[578459][Arachne] = 1
counts[578460][N/A] = 1
counts[5786][Arachne] = 1
counts[5801][N/A] = 1
counts[5802][N/A] = 1
counts[5804][N/A] = 1
counts[5823][N/A] = 1
counts[5851][N/A] = 1
counts[5854][GapFiller] = 1
counts[5854][PAGIT] = 1
counts[5854][Velvet] = 1
counts[5857][allpaths] = 2
counts[58627][Newbler] = 1
counts[5866][N/A] = 1
counts[5872][Celera] = 1
counts[5872][plus] = 1
counts[5874][N/A] = 1
counts[590646][Newbler] = 1
counts[5932][Celera] = 1
counts[597362][Newbler] = 1
counts[599839][N/A] = 1
counts[619300][Newbler] = 1
counts[644223][N/A] = 1
counts[644352][Newbler] = 1
counts[645133][N/A] = 1
counts[645134][N/A] = 1
counts[647221][GapFiller] = 1
counts[647221][PAGIT] = 1
counts[647221][SSPACE] = 1
counts[647221][Velvet] = 1
counts[650164][Newbler] = 1
counts[653667][Newbler] = 1
counts[655819][Newbler] = 1
counts[655827][SOAPdenovo] = 1
counts[655844][Newbler] = 1
counts[655844][SOAPdenovo] = 1
counts[655863][N/A] = 1
counts[656061][N/A] = 1
counts[658429][Newbler] = 1
counts[660122][N/A] = 1
counts[663202][N/A] = 1
counts[663331][N/A] = 1
counts[665024][Allpaths-LG] = 1
counts[665079][N/A] = 1
counts[665912][Newbler] = 1
counts[670483][Newbler] = 1
counts[671144][Newbler] = 1
counts[671987][Newbler] = 1
counts[67593][Arachne] = 1
counts[679716][N/A] = 1
counts[683960][Newbler] = 1
counts[684364][ARACHNE] = 1
counts[690307][Newbler] = 1
counts[692275][Newbler] = 1
counts[694068][Newbler] = 1
counts[695850][Unknown] = 1
counts[698492][Newbler] = 1
counts[717646][Newbler] = 1
counts[717944][Newbler] = 1
counts[717982][Newbler] = 1
counts[71804][ALLPATHS-LG] = 1
counts[721885][N/A] = 1
counts[732165][Newbler] = 1
counts[741275][Newbler] = 1
counts[741705][Newbler] = 1
counts[744533][N/A] = 1
counts[747525][Arachne] = 1
counts[747676][JAZZ] = 1
counts[756982][gsAssembler] = 1
counts[759272][Celera] = 1
counts[759273][HGAP3.0] = 1
counts[759273][Manual] = 1
counts[761204][Allpaths] = 1
counts[763406][N/A] = 1
counts[763407][JGI] = 1
counts[764103][Alpaths-LG] = 1
counts[77020][N/A] = 1
counts[771870][N/A] = 1
counts[796027][N/A] = 1
counts[84753][allpaths-lg] = 1
counts[858893][ALLPATHS] = 1
counts[861557][Abyss] = 1
counts[869250][N/A] = 1
counts[869754][Newbler] = 1
counts[871575][Newbler] = 1
counts[876142][N/A] = 1
counts[879819][Allpaths-LG] = 1
counts[881290][Newbler] = 1
counts[905079][Arachne] = 1
counts[907965][N/A] = 1
counts[91928][allpaths] = 1
counts[929439][N/A] = 1
counts[930089][AllPaths-LG] = 1
counts[930090][AllPaths-LG] = 1
counts[930091][Allpaths-LG] = 1
counts[931890][N/A] = 1
counts[936046][N/A] = 1
counts[944170][Gap] = 1
counts[944170][IDBA] = 1
counts[944170][Sspace] = 1
counts[948595][Newbler] = 1
counts[983644][Newbler] = 1
counts[983966][Allpaths-LG] = 1
counts[984485][Allpaths-LG] = 1
counts[984486][Allpaths-LG] = 1
counts[984487][Allpaths-LG] = 1
counts[985895][N/A] = 1
counts[99158][Newbler] = 1
counts[993615][Newbler] = 1
